geoName,interest,date
geoName,interest,date
Sioux Falls(Mitchell) SD,11,2019-04-01
South Bend-Elkhart IN,9,2019-04-01
Spokane WA,29,2019-04-01
Springfield MO,7,2019-04-01
Springfield-Holyoke MA,8,2019-04-01
St. Louis MO,11,2019-04-01
Syracuse NY,7,2019-04-01
Tallahassee FL-Thomasville GA,9,2019-04-01
Tampa-St. Petersburg (Sarasota) FL,5,2019-04-01
Terre Haute IN,25,2019-04-01
Toledo OH,10,2019-04-01
Topeka KS,31,2019-04-01
Traverse City-Cadillac MI,28,2019-04-01
Tri-Cities TN-VA,21,2019-04-01
Tucson (Sierra Vista) AZ,11,2019-04-01
Tulsa OK,8,2019-04-01
Twin Falls ID,42,2019-04-01
Tyler-Longview(Lufkin & Nacogdoches) TX,11,2019-04-01
Utica NY,28,2019-04-01
Waco-Temple-Bryan TX,9,2019-04-01
Washington DC (Hagerstown MD),16,2019-04-01
Watertown NY,32,2019-04-01
Wausau-Rhinelander WI,25,2019-04-01
West Palm Beach-Ft. Pierce FL,8,2019-04-01
Wheeling WV-Steubenville OH,83,2019-04-01
Wichita-Hutchinson KS,12,2019-04-01
Wilkes Barre-Scranton PA,19,2019-04-01
Wilmington NC,12,2019-04-01
Yakima-Pasco-Richland-Kennewick WA,23,2019-04-01
Youngstown OH,12,2019-04-01
Albany-Schenectady-Troy NY,10,2019-04-08
Albuquerque-Santa Fe NM,4,2019-04-08
Atlanta GA,3,2019-04-08
Augusta GA,8,2019-04-08
Austin TX,7,2019-04-08
Baltimore MD,4,2019-04-08
Baton Rouge LA,12,2019-04-08
Binghamton NY,16,2019-04-08
Birmingham AL,2,2019-04-08
Bluefield-Beckley-Oak Hill WV,23,2019-04-08
Boise ID,9,2019-04-08
Boston MA-Manchester NH,3,2019-04-08
Bowling Green KY,25,2019-04-08
Buffalo NY,6,2019-04-08
Burlington VT-Plattsburgh NY,18,2019-04-08
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,6,2019-04-08
Champaign & Springfield-Decatur IL,8,2019-04-08
Charleston SC,5,2019-04-08
Charlotte NC,3,2019-04-08
Chattanooga TN,5,2019-04-08
Chicago IL,4,2019-04-08
Chico-Redding CA,16,2019-04-08
Cincinnati OH,3,2019-04-08
Cleveland-Akron (Canton) OH,2,2019-04-08
Columbia-Jefferson City MO,11,2019-04-08
Columbus OH,3,2019-04-08
Columbus-Tupelo-West Point MS,24,2019-04-08
Corpus Christi TX,10,2019-04-08
Dallas-Ft. Worth TX,3,2019-04-08
Dayton OH,4,2019-04-08
Denver CO,4,2019-04-08
Des Moines-Ames IA,4,2019-04-08
Detroit MI,3,2019-04-08
El Paso TX,10,2019-04-08
Evansville IN,8,2019-04-08
Fargo-Valley City ND,8,2019-04-08
Flint-Saginaw-Bay City MI,5,2019-04-08
Florence-Myrtle Beach SC,6,2019-04-08
Fresno-Visalia CA,3,2019-04-08
Ft. Myers-Naples FL,5,2019-04-08
Ft. Smith-Fayetteville-Springdale-Rogers AR,6,2019-04-08
Ft. Wayne IN,8,2019-04-08
Gainesville FL,11,2019-04-08
Grand Junction-Montrose CO,29,2019-04-08
Grand Rapids-Kalamazoo-Battle Creek MI,7,2019-04-08
Great Falls MT,41,2019-04-08
Green Bay-Appleton WI,11,2019-04-08
Greensboro-High Point-Winston Salem NC,4,2019-04-08
Greenville-Spartanburg SC-Asheville NC-Anderson SC,3,2019-04-08
Harrisburg-Lancaster-Lebanon-York PA,4,2019-04-08
Harrisonburg VA,20,2019-04-08
Hartford & New Haven CT,4,2019-04-08
Helena MT,69,2019-04-08
Honolulu HI,3,2019-04-08
Houston TX,2,2019-04-08
Huntsville-Decatur (Florence) AL,5,2019-04-08
Idaho Falls-Pocatello ID,14,2019-04-08
Indianapolis IN,3,2019-04-08
Jackson MS,6,2019-04-08
Jacksonville FL,4,2019-04-08
Johnstown-Altoona PA,9,2019-04-08
Jonesboro AR,29,2019-04-08
Kansas City MO,5,2019-04-08
Knoxville TN,4,2019-04-08
Lansing MI,14,2019-04-08
Las Vegas NV,6,2019-04-08
Lincoln & Hastings-Kearney NE,7,2019-04-08
Los Angeles CA,4,2019-04-08
Louisville KY,5,2019-04-08
Lubbock TX,12,2019-04-08
Madison WI,4,2019-04-08
Marquette MI,27,2019-04-08
Medford-Klamath Falls OR,12,2019-04-08
Memphis TN,3,2019-04-08
Miami-Ft. Lauderdale FL,4,2019-04-08
Milwaukee WI,5,2019-04-08
Minneapolis-St. Paul MN,4,2019-04-08
Missoula MT,18,2019-04-08
Mobile AL-Pensacola (Ft. Walton Beach) FL,4,2019-04-08
Monterey-Salinas CA,7,2019-04-08
Montgomery (Selma) AL,10,2019-04-08
Nashville TN,1,2019-04-08
New Orleans LA,3,2019-04-08
New York NY,3,2019-04-08
Norfolk-Portsmouth-Newport News VA,3,2019-04-08
Oklahoma City OK,2,2019-04-08
Omaha NE,5,2019-04-08
Orlando-Daytona Beach-Melbourne FL,1,2019-04-08
Ottumwa IA-Kirksville MO,52,2019-04-08
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,11,2019-04-08
Panama City FL,15,2019-04-08
Peoria-Bloomington IL,7,2019-04-08
Philadelphia PA,3,2019-04-08
Phoenix AZ,2,2019-04-08
Pittsburgh PA,2,2019-04-08
Portland OR,6,2019-04-08
Portland-Auburn ME,7,2019-04-08
Presque Isle ME,100,2019-04-08
Providence RI-New Bedford MA,8,2019-04-08
Raleigh-Durham (Fayetteville) NC,6,2019-04-08
Reno NV,7,2019-04-08
Richmond-Petersburg VA,6,2019-04-08
Roanoke-Lynchburg VA,4,2019-04-08
Rochester MN-Mason City IA-Austin MN,39,2019-04-08
Rochester NY,7,2019-04-08
Rockford IL,23,2019-04-08
Sacramento-Stockton-Modesto CA,3,2019-04-08
Salisbury MD,13,2019-04-08
Salt Lake City UT,3,2019-04-08
San Antonio TX,3,2019-04-08
San Diego CA,4,2019-04-08
San Francisco-Oakland-San Jose CA,5,2019-04-08
Santa Barbara-Santa Maria-San Luis Obispo CA,8,2019-04-08
Seattle-Tacoma WA,5,2019-04-08
Shreveport LA,7,2019-04-08
Sioux City IA,15,2019-04-08
Sioux Falls(Mitchell) SD,8,2019-04-08
Spokane WA,4,2019-04-08
Springfield MO,16,2019-04-08
Springfield-Holyoke MA,9,2019-04-08
St. Louis MO,3,2019-04-08
Syracuse NY,9,2019-04-08
Tampa-St. Petersburg (Sarasota) FL,4,2019-04-08
Toledo OH,5,2019-04-08
Traverse City-Cadillac MI,11,2019-04-08
Tri-Cities TN-VA,8,2019-04-08
Tucson (Sierra Vista) AZ,6,2019-04-08
Tulsa OK,6,2019-04-08
Waco-Temple-Bryan TX,9,2019-04-08
Washington DC (Hagerstown MD),5,2019-04-08
Watertown NY,24,2019-04-08
West Palm Beach-Ft. Pierce FL,5,2019-04-08
Wheeling WV-Steubenville OH,21,2019-04-08
Wichita-Hutchinson KS,8,2019-04-08
Wilkes Barre-Scranton PA,8,2019-04-08
Wilmington NC,9,2019-04-08
Yakima-Pasco-Richland-Kennewick WA,8,2019-04-08
Abilene-Sweetwater TX,53,2019-04-15
Albany GA,19,2019-04-15
Albany-Schenectady-Troy NY,55,2019-04-15
Albuquerque-Santa Fe NM,55,2019-04-15
Alexandria LA,19,2019-04-15
Alpena MI,100,2019-04-15
Amarillo TX,24,2019-04-15
Anchorage AK,56,2019-04-15
Atlanta GA,40,2019-04-15
Augusta GA,37,2019-04-15
Austin TX,45,2019-04-15
Bakersfield CA,18,2019-04-15
Baltimore MD,50,2019-04-15
Bangor ME,69,2019-04-15
Baton Rouge LA,37,2019-04-15
Beaumont-Port Arthur TX,24,2019-04-15
Bend OR,33,2019-04-15
"Billings, MT",24,2019-04-15
Biloxi-Gulfport MS,32,2019-04-15
Binghamton NY,45,2019-04-15
Birmingham AL,34,2019-04-15
Bluefield-Beckley-Oak Hill WV,50,2019-04-15
Boise ID,58,2019-04-15
Boston MA-Manchester NH,62,2019-04-15
Bowling Green KY,37,2019-04-15
Buffalo NY,46,2019-04-15
Burlington VT-Plattsburgh NY,72,2019-04-15
Butte-Bozeman MT,66,2019-04-15
Casper-Riverton WY,22,2019-04-15
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,48,2019-04-15
Champaign & Springfield-Decatur IL,42,2019-04-15
Charleston SC,43,2019-04-15
Charleston-Huntington WV,44,2019-04-15
Charlotte NC,28,2019-04-15
Charlottesville VA,63,2019-04-15
Chattanooga TN,36,2019-04-15
Cheyenne WY-Scottsbluff NE,27,2019-04-15
Chicago IL,47,2019-04-15
Chico-Redding CA,43,2019-04-15
Cincinnati OH,42,2019-04-15
Clarksburg-Weston WV,30,2019-04-15
Cleveland-Akron (Canton) OH,40,2019-04-15
Colorado Springs-Pueblo CO,52,2019-04-15
Columbia SC,31,2019-04-15
Columbia-Jefferson City MO,44,2019-04-15
Columbus GA,37,2019-04-15
Columbus OH,50,2019-04-15
Columbus-Tupelo-West Point MS,40,2019-04-15
Corpus Christi TX,32,2019-04-15
Dallas-Ft. Worth TX,33,2019-04-15
Davenport IA-Rock Island-Moline IL,29,2019-04-15
Dayton OH,37,2019-04-15
Denver CO,49,2019-04-15
Des Moines-Ames IA,40,2019-04-15
Detroit MI,41,2019-04-15
Dothan AL,40,2019-04-15
Duluth MN-Superior WI,56,2019-04-15
El Paso TX,31,2019-04-15
Elmira NY,43,2019-04-15
Erie PA,59,2019-04-15
Eugene OR,72,2019-04-15
Eureka CA,88,2019-04-15
Evansville IN,36,2019-04-15
Fairbanks AK,48,2019-04-15
Fargo-Valley City ND,27,2019-04-15
Flint-Saginaw-Bay City MI,32,2019-04-15
Florence-Myrtle Beach SC,30,2019-04-15
Fresno-Visalia CA,24,2019-04-15
Ft. Myers-Naples FL,47,2019-04-15
Ft. Smith-Fayetteville-Springdale-Rogers AR,45,2019-04-15
Ft. Wayne IN,29,2019-04-15
Gainesville FL,45,2019-04-15
Grand Junction-Montrose CO,40,2019-04-15
Grand Rapids-Kalamazoo-Battle Creek MI,41,2019-04-15
Great Falls MT,53,2019-04-15
Green Bay-Appleton WI,48,2019-04-15
Greensboro-High Point-Winston Salem NC,42,2019-04-15
Greenville-New Bern-Washington NC,28,2019-04-15
Greenville-Spartanburg SC-Asheville NC-Anderson SC,38,2019-04-15
Greenwood-Greenville MS,45,2019-04-15
Harlingen-Weslaco-Brownsville-McAllen TX,18,2019-04-15
Harrisburg-Lancaster-Lebanon-York PA,39,2019-04-15
Harrisonburg VA,37,2019-04-15
Hartford & New Haven CT,55,2019-04-15
Hattiesburg-Laurel MS,23,2019-04-15
Helena MT,75,2019-04-15
Honolulu HI,31,2019-04-15
Houston TX,30,2019-04-15
Huntsville-Decatur (Florence) AL,54,2019-04-15
Idaho Falls-Pocatello ID,38,2019-04-15
Indianapolis IN,43,2019-04-15
Jackson MS,23,2019-04-15
Jackson TN,25,2019-04-15
Jacksonville FL,36,2019-04-15
Johnstown-Altoona PA,52,2019-04-15
Jonesboro AR,22,2019-04-15
Joplin MO-Pittsburg KS,49,2019-04-15
Juneau AK,88,2019-04-15
Kansas City MO,47,2019-04-15
Knoxville TN,48,2019-04-15
La Crosse-Eau Claire WI,41,2019-04-15
Lafayette IN,35,2019-04-15
Lafayette LA,38,2019-04-15
Lake Charles LA,35,2019-04-15
Lansing MI,52,2019-04-15
Laredo TX,18,2019-04-15
Las Vegas NV,33,2019-04-15
Lexington KY,35,2019-04-15
Lima OH,30,2019-04-15
Lincoln & Hastings-Kearney NE,44,2019-04-15
Little Rock-Pine Bluff AR,41,2019-04-15
Los Angeles CA,37,2019-04-15
Louisville KY,39,2019-04-15
Lubbock TX,28,2019-04-15
Macon GA,23,2019-04-15
Madison WI,42,2019-04-15
Mankato MN,53,2019-04-15
Marquette MI,54,2019-04-15
Medford-Klamath Falls OR,64,2019-04-15
Memphis TN,37,2019-04-15
Meridian MS,43,2019-04-15
Miami-Ft. Lauderdale FL,35,2019-04-15
Milwaukee WI,45,2019-04-15
Minneapolis-St. Paul MN,50,2019-04-15
Minot-Bismarck-Dickinson(Williston) ND,35,2019-04-15
Missoula MT,35,2019-04-15
Mobile AL-Pensacola (Ft. Walton Beach) FL,42,2019-04-15
Monroe LA-El Dorado AR,26,2019-04-15
Monterey-Salinas CA,47,2019-04-15
Montgomery (Selma) AL,35,2019-04-15
Nashville TN,37,2019-04-15
New Orleans LA,30,2019-04-15
New York NY,51,2019-04-15
Norfolk-Portsmouth-Newport News VA,46,2019-04-15
Odessa-Midland TX,14,2019-04-15
Oklahoma City OK,26,2019-04-15
Omaha NE,47,2019-04-15
Orlando-Daytona Beach-Melbourne FL,39,2019-04-15
Ottumwa IA-Kirksville MO,58,2019-04-15
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,30,2019-04-15
Palm Springs CA,47,2019-04-15
Panama City FL,49,2019-04-15
Parkersburg WV,47,2019-04-15
Peoria-Bloomington IL,45,2019-04-15
Philadelphia PA,47,2019-04-15
Phoenix AZ,40,2019-04-15
Pittsburgh PA,44,2019-04-15
Portland OR,50,2019-04-15
Portland-Auburn ME,71,2019-04-15
Presque Isle ME,88,2019-04-15
Providence RI-New Bedford MA,51,2019-04-15
Quincy IL-Hannibal MO-Keokuk IA,43,2019-04-15
Raleigh-Durham (Fayetteville) NC,38,2019-04-15
Rapid City SD,31,2019-04-15
Reno NV,49,2019-04-15
Richmond-Petersburg VA,47,2019-04-15
Roanoke-Lynchburg VA,37,2019-04-15
Rochester MN-Mason City IA-Austin MN,67,2019-04-15
Rochester NY,61,2019-04-15
Rockford IL,27,2019-04-15
Sacramento-Stockton-Modesto CA,39,2019-04-15
Salisbury MD,48,2019-04-15
Salt Lake City UT,41,2019-04-15
San Angelo TX,28,2019-04-15
San Antonio TX,31,2019-04-15
San Diego CA,46,2019-04-15
San Francisco-Oakland-San Jose CA,53,2019-04-15
Santa Barbara-Santa Maria-San Luis Obispo CA,59,2019-04-15
Savannah GA,33,2019-04-15
Seattle-Tacoma WA,55,2019-04-15
Sherman TX-Ada OK,40,2019-04-15
Shreveport LA,26,2019-04-15
Sioux City IA,43,2019-04-15
Sioux Falls(Mitchell) SD,39,2019-04-15
South Bend-Elkhart IN,41,2019-04-15
Spokane WA,47,2019-04-15
Springfield MO,43,2019-04-15
Springfield-Holyoke MA,67,2019-04-15
St. Joseph MO,29,2019-04-15
St. Louis MO,45,2019-04-15
Syracuse NY,44,2019-04-15
Tallahassee FL-Thomasville GA,42,2019-04-15
Tampa-St. Petersburg (Sarasota) FL,42,2019-04-15
Terre Haute IN,37,2019-04-15
Toledo OH,32,2019-04-15
Topeka KS,44,2019-04-15
Traverse City-Cadillac MI,40,2019-04-15
Tri-Cities TN-VA,27,2019-04-15
Tucson (Sierra Vista) AZ,50,2019-04-15
Tulsa OK,41,2019-04-15
Twin Falls ID,40,2019-04-15
Tyler-Longview(Lufkin & Nacogdoches) TX,19,2019-04-15
Utica NY,67,2019-04-15
Victoria TX,39,2019-04-15
Waco-Temple-Bryan TX,30,2019-04-15
Washington DC (Hagerstown MD),65,2019-04-15
Watertown NY,21,2019-04-15
Wausau-Rhinelander WI,52,2019-04-15
West Palm Beach-Ft. Pierce FL,60,2019-04-15
Wheeling WV-Steubenville OH,30,2019-04-15
Wichita Falls TX & Lawton OK,33,2019-04-15
Wichita-Hutchinson KS,44,2019-04-15
Wilkes Barre-Scranton PA,35,2019-04-15
Wilmington NC,33,2019-04-15
Yakima-Pasco-Richland-Kennewick WA,42,2019-04-15
Youngstown OH,39,2019-04-15
Yuma AZ-El Centro CA,29,2019-04-15
Zanesville OH,70,2019-04-15
Albany GA,9,2019-04-22
Albany-Schenectady-Troy NY,7,2019-04-22
Albuquerque-Santa Fe NM,10,2019-04-22
Alpena MI,100,2019-04-22
Amarillo TX,6,2019-04-22
Anchorage AK,11,2019-04-22
Atlanta GA,7,2019-04-22
Augusta GA,4,2019-04-22
Austin TX,12,2019-04-22
Bakersfield CA,10,2019-04-22
Baltimore MD,7,2019-04-22
Bangor ME,7,2019-04-22
Baton Rouge LA,8,2019-04-22
Beaumont-Port Arthur TX,7,2019-04-22
Bend OR,18,2019-04-22
"Billings, MT",17,2019-04-22
Biloxi-Gulfport MS,8,2019-04-22
Binghamton NY,15,2019-04-22
Birmingham AL,3,2019-04-22
Bluefield-Beckley-Oak Hill WV,12,2019-04-22
Boise ID,5,2019-04-22
Boston MA-Manchester NH,11,2019-04-22
Buffalo NY,10,2019-04-22
Burlington VT-Plattsburgh NY,18,2019-04-22
Butte-Bozeman MT,16,2019-04-22
Casper-Riverton WY,28,2019-04-22
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,6,2019-04-22
Champaign & Springfield-Decatur IL,5,2019-04-22
Charleston SC,10,2019-04-22
Charleston-Huntington WV,7,2019-04-22
Charlotte NC,4,2019-04-22
Charlottesville VA,8,2019-04-22
Chattanooga TN,8,2019-04-22
Cheyenne WY-Scottsbluff NE,19,2019-04-22
Chicago IL,8,2019-04-22
Chico-Redding CA,11,2019-04-22
Cincinnati OH,8,2019-04-22
Clarksburg-Weston WV,13,2019-04-22
Cleveland-Akron (Canton) OH,8,2019-04-22
Colorado Springs-Pueblo CO,9,2019-04-22
Columbia SC,8,2019-04-22
Columbia-Jefferson City MO,9,2019-04-22
Columbus GA,9,2019-04-22
Columbus OH,8,2019-04-22
Columbus-Tupelo-West Point MS,9,2019-04-22
Corpus Christi TX,12,2019-04-22
Dallas-Ft. Worth TX,6,2019-04-22
Davenport IA-Rock Island-Moline IL,15,2019-04-22
Dayton OH,6,2019-04-22
Denver CO,10,2019-04-22
Des Moines-Ames IA,8,2019-04-22
Detroit MI,6,2019-04-22
Duluth MN-Superior WI,9,2019-04-22
El Paso TX,5,2019-04-22
Elmira NY,13,2019-04-22
Erie PA,7,2019-04-22
Eugene OR,12,2019-04-22
Eureka CA,23,2019-04-22
Evansville IN,4,2019-04-22
Fairbanks AK,23,2019-04-22
Fargo-Valley City ND,6,2019-04-22
Flint-Saginaw-Bay City MI,8,2019-04-22
Florence-Myrtle Beach SC,6,2019-04-22
Fresno-Visalia CA,8,2019-04-22
Ft. Myers-Naples FL,9,2019-04-22
Ft. Smith-Fayetteville-Springdale-Rogers AR,11,2019-04-22
Ft. Wayne IN,8,2019-04-22
Gainesville FL,6,2019-04-22
Grand Junction-Montrose CO,14,2019-04-22
Grand Rapids-Kalamazoo-Battle Creek MI,7,2019-04-22
Great Falls MT,21,2019-04-22
Green Bay-Appleton WI,13,2019-04-22
Greensboro-High Point-Winston Salem NC,5,2019-04-22
Greenville-New Bern-Washington NC,5,2019-04-22
Greenville-Spartanburg SC-Asheville NC-Anderson SC,6,2019-04-22
Harlingen-Weslaco-Brownsville-McAllen TX,3,2019-04-22
Harrisburg-Lancaster-Lebanon-York PA,5,2019-04-22
Harrisonburg VA,10,2019-04-22
Hartford & New Haven CT,11,2019-04-22
Hattiesburg-Laurel MS,13,2019-04-22
Honolulu HI,7,2019-04-22
Houston TX,6,2019-04-22
Huntsville-Decatur (Florence) AL,8,2019-04-22
Idaho Falls-Pocatello ID,22,2019-04-22
Indianapolis IN,8,2019-04-22
Jackson MS,5,2019-04-22
Jackson TN,14,2019-04-22
Jacksonville FL,8,2019-04-22
Johnstown-Altoona PA,9,2019-04-22
Jonesboro AR,15,2019-04-22
Joplin MO-Pittsburg KS,8,2019-04-22
Kansas City MO,7,2019-04-22
Knoxville TN,6,2019-04-22
La Crosse-Eau Claire WI,7,2019-04-22
Lafayette IN,13,2019-04-22
Lafayette LA,5,2019-04-22
Lake Charles LA,12,2019-04-22
Lansing MI,10,2019-04-22
Laredo TX,11,2019-04-22
Las Vegas NV,6,2019-04-22
Lexington KY,6,2019-04-22
Lima OH,20,2019-04-22
Lincoln & Hastings-Kearney NE,8,2019-04-22
Little Rock-Pine Bluff AR,7,2019-04-22
Los Angeles CA,8,2019-04-22
Louisville KY,4,2019-04-22
Lubbock TX,12,2019-04-22
Macon GA,7,2019-04-22
Madison WI,8,2019-04-22
Mankato MN,36,2019-04-22
Marquette MI,14,2019-04-22
Medford-Klamath Falls OR,9,2019-04-22
Memphis TN,3,2019-04-22
Miami-Ft. Lauderdale FL,5,2019-04-22
Milwaukee WI,6,2019-04-22
Minneapolis-St. Paul MN,10,2019-04-22
Minot-Bismarck-Dickinson(Williston) ND,7,2019-04-22
Missoula MT,9,2019-04-22
Mobile AL-Pensacola (Ft. Walton Beach) FL,7,2019-04-22
Monterey-Salinas CA,11,2019-04-22
Montgomery (Selma) AL,9,2019-04-22
Nashville TN,7,2019-04-22
New Orleans LA,4,2019-04-22
New York NY,8,2019-04-22
Norfolk-Portsmouth-Newport News VA,6,2019-04-22
Odessa-Midland TX,8,2019-04-22
Oklahoma City OK,6,2019-04-22
Omaha NE,9,2019-04-22
Orlando-Daytona Beach-Melbourne FL,5,2019-04-22
Ottumwa IA-Kirksville MO,27,2019-04-22
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,11,2019-04-22
Palm Springs CA,6,2019-04-22
Panama City FL,15,2019-04-22
Parkersburg WV,44,2019-04-22
Peoria-Bloomington IL,11,2019-04-22
Philadelphia PA,10,2019-04-22
Phoenix AZ,8,2019-04-22
Pittsburgh PA,7,2019-04-22
Portland OR,7,2019-04-22
Portland-Auburn ME,12,2019-04-22
Presque Isle ME,50,2019-04-22
Providence RI-New Bedford MA,9,2019-04-22
Raleigh-Durham (Fayetteville) NC,7,2019-04-22
Rapid City SD,12,2019-04-22
Reno NV,11,2019-04-22
Richmond-Petersburg VA,8,2019-04-22
Roanoke-Lynchburg VA,10,2019-04-22
Rochester MN-Mason City IA-Austin MN,20,2019-04-22
Rochester NY,8,2019-04-22
Rockford IL,9,2019-04-22
Sacramento-Stockton-Modesto CA,9,2019-04-22
Salisbury MD,13,2019-04-22
Salt Lake City UT,7,2019-04-22
San Angelo TX,15,2019-04-22
San Antonio TX,8,2019-04-22
San Diego CA,9,2019-04-22
San Francisco-Oakland-San Jose CA,11,2019-04-22
Santa Barbara-Santa Maria-San Luis Obispo CA,8,2019-04-22
Savannah GA,8,2019-04-22
Seattle-Tacoma WA,13,2019-04-22
Shreveport LA,5,2019-04-22
Sioux City IA,8,2019-04-22
Sioux Falls(Mitchell) SD,8,2019-04-22
South Bend-Elkhart IN,11,2019-04-22
Spokane WA,14,2019-04-22
Springfield MO,5,2019-04-22
Springfield-Holyoke MA,13,2019-04-22
St. Joseph MO,26,2019-04-22
St. Louis MO,8,2019-04-22
Syracuse NY,10,2019-04-22
Tallahassee FL-Thomasville GA,8,2019-04-22
Tampa-St. Petersburg (Sarasota) FL,9,2019-04-22
Terre Haute IN,10,2019-04-22
Toledo OH,9,2019-04-22
Topeka KS,6,2019-04-22
Traverse City-Cadillac MI,7,2019-04-22
Tri-Cities TN-VA,7,2019-04-22
Tucson (Sierra Vista) AZ,10,2019-04-22
Tulsa OK,12,2019-04-22
Tyler-Longview(Lufkin & Nacogdoches) TX,6,2019-04-22
Utica NY,15,2019-04-22
Victoria TX,34,2019-04-22
Waco-Temple-Bryan TX,7,2019-04-22
Washington DC (Hagerstown MD),13,2019-04-22
Watertown NY,23,2019-04-22
Wausau-Rhinelander WI,12,2019-04-22
West Palm Beach-Ft. Pierce FL,11,2019-04-22
Wheeling WV-Steubenville OH,14,2019-04-22
Wichita Falls TX & Lawton OK,8,2019-04-22
Wichita-Hutchinson KS,7,2019-04-22
Wilkes Barre-Scranton PA,4,2019-04-22
Wilmington NC,15,2019-04-22
Yakima-Pasco-Richland-Kennewick WA,10,2019-04-22
Youngstown OH,14,2019-04-22
Albany GA,24,2019-04-29
Albany-Schenectady-Troy NY,15,2019-04-29
Albuquerque-Santa Fe NM,17,2019-04-29
Anchorage AK,31,2019-04-29
Atlanta GA,7,2019-04-29
Augusta GA,23,2019-04-29
Austin TX,10,2019-04-29
Bakersfield CA,11,2019-04-29
Baltimore MD,16,2019-04-29
Bangor ME,22,2019-04-29
Baton Rouge LA,13,2019-04-29
Bend OR,50,2019-04-29
"Billings, MT",30,2019-04-29
Binghamton NY,21,2019-04-29
Birmingham AL,14,2019-04-29
Bluefield-Beckley-Oak Hill WV,32,2019-04-29
Boise ID,25,2019-04-29
Boston MA-Manchester NH,24,2019-04-29
Bowling Green KY,68,2019-04-29
Buffalo NY,19,2019-04-29
Burlington VT-Plattsburgh NY,16,2019-04-29
Butte-Bozeman MT,47,2019-04-29
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,15,2019-04-29
Champaign & Springfield-Decatur IL,25,2019-04-29
Charleston SC,17,2019-04-29
Charleston-Huntington WV,20,2019-04-29
Charlotte NC,8,2019-04-29
Charlottesville VA,45,2019-04-29
Chattanooga TN,12,2019-04-29
Cheyenne WY-Scottsbluff NE,51,2019-04-29
Chicago IL,13,2019-04-29
Chico-Redding CA,23,2019-04-29
Cincinnati OH,17,2019-04-29
Clarksburg-Weston WV,38,2019-04-29
Cleveland-Akron (Canton) OH,10,2019-04-29
Colorado Springs-Pueblo CO,18,2019-04-29
Columbia SC,6,2019-04-29
Columbia-Jefferson City MO,16,2019-04-29
Columbus GA,22,2019-04-29
Columbus OH,12,2019-04-29
Columbus-Tupelo-West Point MS,24,2019-04-29
Corpus Christi TX,20,2019-04-29
Dallas-Ft. Worth TX,13,2019-04-29
Davenport IA-Rock Island-Moline IL,10,2019-04-29
Dayton OH,12,2019-04-29
Denver CO,16,2019-04-29
Des Moines-Ames IA,10,2019-04-29
Detroit MI,14,2019-04-29
Dothan AL,34,2019-04-29
Duluth MN-Superior WI,76,2019-04-29
El Paso TX,17,2019-04-29
Elmira NY,48,2019-04-29
Erie PA,26,2019-04-29
Eugene OR,33,2019-04-29
Evansville IN,17,2019-04-29
Fairbanks AK,65,2019-04-29
Fargo-Valley City ND,23,2019-04-29
Flint-Saginaw-Bay City MI,19,2019-04-29
Florence-Myrtle Beach SC,19,2019-04-29
Fresno-Visalia CA,12,2019-04-29
Ft. Myers-Naples FL,21,2019-04-29
Ft. Smith-Fayetteville-Springdale-Rogers AR,17,2019-04-29
Ft. Wayne IN,16,2019-04-29
Gainesville FL,51,2019-04-29
Grand Junction-Montrose CO,80,2019-04-29
Grand Rapids-Kalamazoo-Battle Creek MI,20,2019-04-29
Green Bay-Appleton WI,9,2019-04-29
Greensboro-High Point-Winston Salem NC,7,2019-04-29
Greenville-New Bern-Washington NC,20,2019-04-29
Greenville-Spartanburg SC-Asheville NC-Anderson SC,13,2019-04-29
Harlingen-Weslaco-Brownsville-McAllen TX,15,2019-04-29
Harrisburg-Lancaster-Lebanon-York PA,16,2019-04-29
Hartford & New Haven CT,17,2019-04-29
Helena MT,99,2019-04-29
Honolulu HI,18,2019-04-29
Houston TX,10,2019-04-29
Huntsville-Decatur (Florence) AL,18,2019-04-29
Indianapolis IN,13,2019-04-29
Jackson MS,14,2019-04-29
Jackson TN,38,2019-04-29
Jacksonville FL,18,2019-04-29
Johnstown-Altoona PA,9,2019-04-29
Jonesboro AR,100,2019-04-29
Kansas City MO,14,2019-04-29
Knoxville TN,7,2019-04-29
La Crosse-Eau Claire WI,22,2019-04-29
Lafayette IN,42,2019-04-29
Lake Charles LA,31,2019-04-29
Lansing MI,15,2019-04-29
Laredo TX,30,2019-04-29
Las Vegas NV,9,2019-04-29
Lexington KY,24,2019-04-29
Lincoln & Hastings-Kearney NE,30,2019-04-29
Little Rock-Pine Bluff AR,12,2019-04-29
Los Angeles CA,12,2019-04-29
Louisville KY,11,2019-04-29
Lubbock TX,16,2019-04-29
Macon GA,13,2019-04-29
Madison WI,22,2019-04-29
Marquette MI,40,2019-04-29
Medford-Klamath Falls OR,34,2019-04-29
Memphis TN,10,2019-04-29
Meridian MS,71,2019-04-29
