geoName,interest,date
geoName,interest,date
Sacramento-Stockton-Modesto CA,6,2019-08-12
Salt Lake City UT,9,2019-08-12
San Antonio TX,5,2019-08-12
San Diego CA,10,2019-08-12
San Francisco-Oakland-San Jose CA,3,2019-08-12
Seattle-Tacoma WA,2,2019-08-12
St. Louis MO,4,2019-08-12
Tampa-St. Petersburg (Sarasota) FL,6,2019-08-12
Terre Haute IN,58,2019-08-12
Tri-Cities TN-VA,23,2019-08-12
Washington DC (Hagerstown MD),3,2019-08-12
West Palm Beach-Ft. Pierce FL,7,2019-08-12
Amarillo TX,31,2019-08-19
Atlanta GA,3,2019-08-19
Austin TX,6,2019-08-19
Baltimore MD,4,2019-08-19
Bend OR,60,2019-08-19
Birmingham AL,6,2019-08-19
Bluefield-Beckley-Oak Hill WV,63,2019-08-19
Boston MA-Manchester NH,4,2019-08-19
Burlington VT-Plattsburgh NY,16,2019-08-19
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,16,2019-08-19
Charlotte NC,3,2019-08-19
Cheyenne WY-Scottsbluff NE,100,2019-08-19
Chicago IL,1,2019-08-19
Columbia SC,12,2019-08-19
Columbus OH,5,2019-08-19
Corpus Christi TX,26,2019-08-19
Dallas-Ft. Worth TX,1,2019-08-19
Dayton OH,12,2019-08-19
Denver CO,3,2019-08-19
Detroit MI,5,2019-08-19
El Paso TX,13,2019-08-19
Erie PA,38,2019-08-19
Fargo-Valley City ND,23,2019-08-19
Green Bay-Appleton WI,13,2019-08-19
Greenville-New Bern-Washington NC,16,2019-08-19
Greenville-Spartanburg SC-Asheville NC-Anderson SC,6,2019-08-19
Hartford & New Haven CT,8,2019-08-19
Honolulu HI,18,2019-08-19
Idaho Falls-Pocatello ID,39,2019-08-19
Johnstown-Altoona PA,19,2019-08-19
Kansas City MO,5,2019-08-19
Lake Charles LA,58,2019-08-19
Lexington KY,11,2019-08-19
Little Rock-Pine Bluff AR,10,2019-08-19
Los Angeles CA,2,2019-08-19
Lubbock TX,32,2019-08-19
Madison WI,12,2019-08-19
Medford-Klamath Falls OR,32,2019-08-19
Memphis TN,8,2019-08-19
Miami-Ft. Lauderdale FL,3,2019-08-19
Milwaukee WI,5,2019-08-19
Minneapolis-St. Paul MN,2,2019-08-19
New York NY,2,2019-08-19
Omaha NE,9,2019-08-19
Orlando-Daytona Beach-Melbourne FL,5,2019-08-19
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,18,2019-08-19
Philadelphia PA,1,2019-08-19
Phoenix AZ,2,2019-08-19
Rapid City SD,59,2019-08-19
Richmond-Petersburg VA,8,2019-08-19
Sacramento-Stockton-Modesto CA,3,2019-08-19
Salt Lake City UT,4,2019-08-19
San Antonio TX,4,2019-08-19
San Diego CA,6,2019-08-19
San Francisco-Oakland-San Jose CA,2,2019-08-19
Santa Barbara-Santa Maria-San Luis Obispo CA,18,2019-08-19
Seattle-Tacoma WA,3,2019-08-19
South Bend-Elkhart IN,17,2019-08-19
St. Louis MO,4,2019-08-19
Syracuse NY,14,2019-08-19
Tampa-St. Petersburg (Sarasota) FL,4,2019-08-19
Toledo OH,13,2019-08-19
Tucson (Sierra Vista) AZ,23,2019-08-19
Washington DC (Hagerstown MD),2,2019-08-19
Wausau-Rhinelander WI,34,2019-08-19
Wilmington NC,25,2019-08-19
Albany-Schenectady-Troy NY,29,2019-08-26
Albuquerque-Santa Fe NM,8,2019-08-26
Atlanta GA,2,2019-08-26
Augusta GA,50,2019-08-26
Baltimore MD,5,2019-08-26
Baton Rouge LA,18,2019-08-26
Birmingham AL,8,2019-08-26
Boston MA-Manchester NH,2,2019-08-26
Buffalo NY,9,2019-08-26
Butte-Bozeman MT,75,2019-08-26
Charlotte NC,4,2019-08-26
Chicago IL,3,2019-08-26
Corpus Christi TX,31,2019-08-26
Dallas-Ft. Worth TX,1,2019-08-26
Denver CO,5,2019-08-26
Ft. Smith-Fayetteville-Springdale-Rogers AR,19,2019-08-26
Grand Junction-Montrose CO,87,2019-08-26
Hartford & New Haven CT,5,2019-08-26
Honolulu HI,11,2019-08-26
Houston TX,2,2019-08-26
Jackson TN,87,2019-08-26
Johnstown-Altoona PA,41,2019-08-26
Joplin MO-Pittsburg KS,52,2019-08-26
Las Vegas NV,6,2019-08-26
Los Angeles CA,2,2019-08-26
Milwaukee WI,5,2019-08-26
Minneapolis-St. Paul MN,8,2019-08-26
Mobile AL-Pensacola (Ft. Walton Beach) FL,10,2019-08-26
Monterey-Salinas CA,22,2019-08-26
New York NY,1,2019-08-26
Norfolk-Portsmouth-Newport News VA,6,2019-08-26
Philadelphia PA,2,2019-08-26
Phoenix AZ,2,2019-08-26
Pittsburgh PA,5,2019-08-26
Portland OR,4,2019-08-26
Providence RI-New Bedford MA,9,2019-08-26
Sacramento-Stockton-Modesto CA,7,2019-08-26
Salt Lake City UT,4,2019-08-26
San Francisco-Oakland-San Jose CA,3,2019-08-26
Seattle-Tacoma WA,4,2019-08-26
Springfield-Holyoke MA,23,2019-08-26
Twin Falls ID,100,2019-08-26
Washington DC (Hagerstown MD),2,2019-08-26
West Palm Beach-Ft. Pierce FL,7,2019-08-26
Wichita-Hutchinson KS,30,2019-08-26
Wilkes Barre-Scranton PA,12,2019-08-26
Albuquerque-Santa Fe NM,8,2019-09-02
Anchorage AK,35,2019-09-02
Austin TX,5,2019-09-02
Baltimore MD,5,2019-09-02
Boston MA-Manchester NH,2,2019-09-02
Burlington VT-Plattsburgh NY,19,2019-09-02
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,18,2019-09-02
Dallas-Ft. Worth TX,6,2019-09-02
El Paso TX,15,2019-09-02
Greenville-New Bern-Washington NC,19,2019-09-02
Harlingen-Weslaco-Brownsville-McAllen TX,13,2019-09-02
Hartford & New Haven CT,5,2019-09-02
Indianapolis IN,5,2019-09-02
La Crosse-Eau Claire WI,32,2019-09-02
Los Angeles CA,1,2019-09-02
Louisville KY,8,2019-09-02
Minneapolis-St. Paul MN,3,2019-09-02
New York NY,1,2019-09-02
Orlando-Daytona Beach-Melbourne FL,3,2019-09-02
Portland OR,4,2019-09-02
Portland-Auburn ME,15,2019-09-02
Richmond-Petersburg VA,10,2019-09-02
Rockford IL,37,2019-09-02
Sacramento-Stockton-Modesto CA,4,2019-09-02
Salt Lake City UT,4,2019-09-02
San Angelo TX,100,2019-09-02
San Antonio TX,5,2019-09-02
San Diego CA,4,2019-09-02
Seattle-Tacoma WA,2,2019-09-02
Tallahassee FL-Thomasville GA,21,2019-09-02
Tampa-St. Petersburg (Sarasota) FL,6,2019-09-02
Washington DC (Hagerstown MD),2,2019-09-02
Anchorage AK,44,2019-09-09
Boston MA-Manchester NH,2,2019-09-09
Charleston-Huntington WV,25,2019-09-09
Chattanooga TN,21,2019-09-09
Cincinnati OH,7,2019-09-09
Columbus OH,7,2019-09-09
Dallas-Ft. Worth TX,5,2019-09-09
Denver CO,8,2019-09-09
Detroit MI,3,2019-09-09
Evansville IN,33,2019-09-09
Florence-Myrtle Beach SC,25,2019-09-09
Fresno-Visalia CA,12,2019-09-09
Houston TX,4,2019-09-09
Indianapolis IN,6,2019-09-09
Lafayette IN,100,2019-09-09
Los Angeles CA,3,2019-09-09
Madison WI,17,2019-09-09
Miami-Ft. Lauderdale FL,3,2019-09-09
Monroe LA-El Dorado AR,68,2019-09-09
New York NY,2,2019-09-09
Peoria-Bloomington IL,30,2019-09-09
Philadelphia PA,2,2019-09-09
Portland OR,5,2019-09-09
Providence RI-New Bedford MA,11,2019-09-09
Raleigh-Durham (Fayetteville) NC,4,2019-09-09
Sacramento-Stockton-Modesto CA,9,2019-09-09
Salt Lake City UT,5,2019-09-09
San Antonio TX,6,2019-09-09
San Francisco-Oakland-San Jose CA,3,2019-09-09
Seattle-Tacoma WA,9,2019-09-09
St. Louis MO,11,2019-09-09
Syracuse NY,19,2019-09-09
Tyler-Longview(Lufkin & Nacogdoches) TX,34,2019-09-09
Washington DC (Hagerstown MD),2,2019-09-09
West Palm Beach-Ft. Pierce FL,10,2019-09-09
Wheeling WV-Steubenville OH,84,2019-09-09
Yuma AZ-El Centro CA,68,2019-09-09
Albany-Schenectady-Troy NY,4,2019-09-16
Albuquerque-Santa Fe NM,4,2019-09-16
Baltimore MD,2,2019-09-16
Boston MA-Manchester NH,1,2019-09-16
Buffalo NY,4,2019-09-16
Charlotte NC,4,2019-09-16
Chicago IL,1,2019-09-16
Cincinnati OH,4,2019-09-16
Cleveland-Akron (Canton) OH,2,2019-09-16
Colorado Springs-Pueblo CO,7,2019-09-16
Columbus GA,13,2019-09-16
Corpus Christi TX,14,2019-09-16
Dallas-Ft. Worth TX,1,2019-09-16
Denver CO,2,2019-09-16
Des Moines-Ames IA,6,2019-09-16
Detroit MI,1,2019-09-16
Ft. Smith-Fayetteville-Springdale-Rogers AR,9,2019-09-16
Greenville-New Bern-Washington NC,9,2019-09-16
Harlingen-Weslaco-Brownsville-McAllen TX,6,2019-09-16
Houston TX,1,2019-09-16
Idaho Falls-Pocatello ID,20,2019-09-16
Jacksonville FL,4,2019-09-16
Kansas City MO,3,2019-09-16
Knoxville TN,6,2019-09-16
Las Vegas NV,3,2019-09-16
Little Rock-Pine Bluff AR,6,2019-09-16
Los Angeles CA,1,2019-09-16
Madison WI,6,2019-09-16
Memphis TN,5,2019-09-16
Mobile AL-Pensacola (Ft. Walton Beach) FL,5,2019-09-16
Nashville TN,2,2019-09-16
New York NY,1,2019-09-16
Norfolk-Portsmouth-Newport News VA,3,2019-09-16
Panama City FL,22,2019-09-16
Philadelphia PA,1,2019-09-16
Phoenix AZ,2,2019-09-16
Pittsburgh PA,2,2019-09-16
Portland OR,2,2019-09-16
Portland-Auburn ME,7,2019-09-16
Providence RI-New Bedford MA,4,2019-09-16
Richmond-Petersburg VA,5,2019-09-16
San Antonio TX,2,2019-09-16
San Diego CA,3,2019-09-16
San Francisco-Oakland-San Jose CA,1,2019-09-16
Seattle-Tacoma WA,1,2019-09-16
Tampa-St. Petersburg (Sarasota) FL,1,2019-09-16
Terre Haute IN,27,2019-09-16
Toledo OH,7,2019-09-16
Tucson (Sierra Vista) AZ,6,2019-09-16
Victoria TX,100,2019-09-16
Washington DC (Hagerstown MD),2,2019-09-16
Watertown NY,35,2019-09-16
Wausau-Rhinelander WI,18,2019-09-16
West Palm Beach-Ft. Pierce FL,4,2019-09-16
Wichita-Hutchinson KS,7,2019-09-16
Albany GA,74,2019-09-23
Albany-Schenectady-Troy NY,20,2019-09-23
Albuquerque-Santa Fe NM,12,2019-09-23
Atlanta GA,4,2019-09-23
Augusta GA,35,2019-09-23
Austin TX,7,2019-09-23
Bakersfield CA,34,2019-09-23
Baltimore MD,7,2019-09-23
Beaumont-Port Arthur TX,63,2019-09-23
Boston MA-Manchester NH,5,2019-09-23
Buffalo NY,12,2019-09-23
Burlington VT-Plattsburgh NY,25,2019-09-23
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,24,2019-09-23
Champaign & Springfield-Decatur IL,24,2019-09-23
Charlotte NC,6,2019-09-23
Chicago IL,7,2019-09-23
Cincinnati OH,8,2019-09-23
Cleveland-Akron (Canton) OH,5,2019-09-23
Columbus OH,7,2019-09-23
Dallas-Ft. Worth TX,6,2019-09-23
Davenport IA-Rock Island-Moline IL,33,2019-09-23
Denver CO,7,2019-09-23
Detroit MI,5,2019-09-23
Duluth MN-Superior WI,57,2019-09-23
Fargo-Valley City ND,36,2019-09-23
Fresno-Visalia CA,13,2019-09-23
Ft. Myers-Naples FL,18,2019-09-23
Grand Rapids-Kalamazoo-Battle Creek MI,10,2019-09-23
Greenville-Spartanburg SC-Asheville NC-Anderson SC,10,2019-09-23
Harrisburg-Lancaster-Lebanon-York PA,12,2019-09-23
Hartford & New Haven CT,11,2019-09-23
Honolulu HI,16,2019-09-23
Houston TX,3,2019-09-23
Huntsville-Decatur (Florence) AL,23,2019-09-23
Idaho Falls-Pocatello ID,61,2019-09-23
Indianapolis IN,7,2019-09-23
Jackson MS,28,2019-09-23
Kansas City MO,7,2019-09-23
La Crosse-Eau Claire WI,41,2019-09-23
Lexington KY,28,2019-09-23
Lincoln & Hastings-Kearney NE,31,2019-09-23
Little Rock-Pine Bluff AR,17,2019-09-23
Los Angeles CA,4,2019-09-23
Macon GA,42,2019-09-23
Madison WI,18,2019-09-23
Miami-Ft. Lauderdale FL,4,2019-09-23
Milwaukee WI,7,2019-09-23
Minneapolis-St. Paul MN,8,2019-09-23
Nashville TN,12,2019-09-23
New York NY,6,2019-09-23
Norfolk-Portsmouth-Newport News VA,9,2019-09-23
Oklahoma City OK,23,2019-09-23
Omaha NE,15,2019-09-23
Orlando-Daytona Beach-Melbourne FL,8,2019-09-23
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,31,2019-09-23
Peoria-Bloomington IL,64,2019-09-23
Philadelphia PA,4,2019-09-23
Phoenix AZ,8,2019-09-23
Pittsburgh PA,7,2019-09-23
Portland OR,5,2019-09-23
Providence RI-New Bedford MA,12,2019-09-23
Raleigh-Durham (Fayetteville) NC,5,2019-09-23
Roanoke-Lynchburg VA,18,2019-09-23
Sacramento-Stockton-Modesto CA,5,2019-09-23
Salt Lake City UT,6,2019-09-23
San Antonio TX,15,2019-09-23
San Diego CA,5,2019-09-23
San Francisco-Oakland-San Jose CA,6,2019-09-23
Santa Barbara-Santa Maria-San Luis Obispo CA,29,2019-09-23
Savannah GA,24,2019-09-23
Seattle-Tacoma WA,7,2019-09-23
Sioux Falls(Mitchell) SD,70,2019-09-23
South Bend-Elkhart IN,26,2019-09-23
Springfield MO,23,2019-09-23
Syracuse NY,20,2019-09-23
Tampa-St. Petersburg (Sarasota) FL,8,2019-09-23
Toledo OH,21,2019-09-23
Tulsa OK,17,2019-09-23
Washington DC (Hagerstown MD),8,2019-09-23
Watertown NY,100,2019-09-23
West Palm Beach-Ft. Pierce FL,11,2019-09-23
Wilkes Barre-Scranton PA,17,2019-09-23
Atlanta GA,3,2019-09-30
Baltimore MD,5,2019-09-30
Birmingham AL,9,2019-09-30
Boise ID,21,2019-09-30
Boston MA-Manchester NH,3,2019-09-30
Buffalo NY,10,2019-09-30
Burlington VT-Plattsburgh NY,31,2019-09-30
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,19,2019-09-30
Charleston SC,18,2019-09-30
Charlotte NC,5,2019-09-30
Charlottesville VA,62,2019-09-30
Chicago IL,3,2019-09-30
Clarksburg-Weston WV,92,2019-09-30
Cleveland-Akron (Canton) OH,4,2019-09-30
Columbia SC,15,2019-09-30
Columbia-Jefferson City MO,40,2019-09-30
Columbus OH,8,2019-09-30
Columbus-Tupelo-West Point MS,59,2019-09-30
Dallas-Ft. Worth TX,4,2019-09-30
Davenport IA-Rock Island-Moline IL,26,2019-09-30
Denver CO,9,2019-09-30
Detroit MI,12,2019-09-30
Eugene OR,27,2019-09-30
Ft. Wayne IN,28,2019-09-30
Grand Rapids-Kalamazoo-Battle Creek MI,8,2019-09-30
Green Bay-Appleton WI,16,2019-09-30
Greenville-Spartanburg SC-Asheville NC-Anderson SC,8,2019-09-30
Harlingen-Weslaco-Brownsville-McAllen TX,14,2019-09-30
Harrisburg-Lancaster-Lebanon-York PA,9,2019-09-30
Harrisonburg VA,68,2019-09-30
Hartford & New Haven CT,7,2019-09-30
Honolulu HI,25,2019-09-30
Houston TX,6,2019-09-30
Indianapolis IN,5,2019-09-30
Jacksonville FL,9,2019-09-30
Johnstown-Altoona PA,22,2019-09-30
Lafayette IN,100,2019-09-30
Lansing MI,25,2019-09-30
Las Vegas NV,7,2019-09-30
Lexington KY,15,2019-09-30
Lincoln & Hastings-Kearney NE,25,2019-09-30
Los Angeles CA,2,2019-09-30
Miami-Ft. Lauderdale FL,3,2019-09-30
Minneapolis-St. Paul MN,3,2019-09-30
Minot-Bismarck-Dickinson(Williston) ND,46,2019-09-30
New Orleans LA,9,2019-09-30
New York NY,4,2019-09-30
Orlando-Daytona Beach-Melbourne FL,4,2019-09-30
Philadelphia PA,3,2019-09-30
Phoenix AZ,7,2019-09-30
Pittsburgh PA,5,2019-09-30
Portland OR,7,2019-09-30
Raleigh-Durham (Fayetteville) NC,4,2019-09-30
Richmond-Petersburg VA,11,2019-09-30
Roanoke-Lynchburg VA,15,2019-09-30
Rochester NY,15,2019-09-30
Sacramento-Stockton-Modesto CA,5,2019-09-30
Salisbury MD,45,2019-09-30
Salt Lake City UT,5,2019-09-30
San Antonio TX,6,2019-09-30
San Diego CA,8,2019-09-30
San Francisco-Oakland-San Jose CA,2,2019-09-30
Seattle-Tacoma WA,7,2019-09-30
South Bend-Elkhart IN,42,2019-09-30
Spokane WA,16,2019-09-30
St. Louis MO,10,2019-09-30
Tallahassee FL-Thomasville GA,24,2019-09-30
Tampa-St. Petersburg (Sarasota) FL,3,2019-09-30
Tulsa OK,13,2019-09-30
Utica NY,75,2019-09-30
Washington DC (Hagerstown MD),4,2019-09-30
West Palm Beach-Ft. Pierce FL,9,2019-09-30
Youngstown OH,31,2019-09-30
Albany-Schenectady-Troy NY,29,2019-10-07
Amarillo TX,44,2019-10-07
Atlanta GA,3,2019-10-07
Augusta GA,31,2019-10-07
Austin TX,6,2019-10-07
Baton Rouge LA,23,2019-10-07
Beaumont-Port Arthur TX,53,2019-10-07
Birmingham AL,9,2019-10-07
Boston MA-Manchester NH,2,2019-10-07
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,21,2019-10-07
Champaign & Springfield-Decatur IL,21,2019-10-07
Chicago IL,2,2019-10-07
Cincinnati OH,7,2019-10-07
Cleveland-Akron (Canton) OH,4,2019-10-07
Columbus OH,6,2019-10-07
Dallas-Ft. Worth TX,2,2019-10-07
Denver CO,3,2019-10-07
Detroit MI,3,2019-10-07
Elmira NY,95,2019-10-07
Fargo-Valley City ND,30,2019-10-07
Gainesville FL,43,2019-10-07
Greenville-Spartanburg SC-Asheville NC-Anderson SC,8,2019-10-07
Harrisburg-Lancaster-Lebanon-York PA,10,2019-10-07
Hartford & New Haven CT,6,2019-10-07
Houston TX,3,2019-10-07
Idaho Falls-Pocatello ID,54,2019-10-07
Jacksonville FL,9,2019-10-07
Lansing MI,28,2019-10-07
Laredo TX,81,2019-10-07
Las Vegas NV,7,2019-10-07
Los Angeles CA,2,2019-10-07
Madison WI,24,2019-10-07
Milwaukee WI,7,2019-10-07
Minneapolis-St. Paul MN,3,2019-10-07
Mobile AL-Pensacola (Ft. Walton Beach) FL,13,2019-10-07
Nashville TN,5,2019-10-07
New York NY,3,2019-10-07
Norfolk-Portsmouth-Newport News VA,15,2019-10-07
Oklahoma City OK,10,2019-10-07
Omaha NE,13,2019-10-07
Orlando-Daytona Beach-Melbourne FL,3,2019-10-07
Palm Springs CA,49,2019-10-07
Philadelphia PA,2,2019-10-07
Phoenix AZ,6,2019-10-07
Portland OR,10,2019-10-07
Quincy IL-Hannibal MO-Keokuk IA,100,2019-10-07
Raleigh-Durham (Fayetteville) NC,4,2019-10-07
Reno NV,26,2019-10-07
Rochester NY,17,2019-10-07
Sacramento-Stockton-Modesto CA,4,2019-10-07
Salt Lake City UT,5,2019-10-07
San Diego CA,4,2019-10-07
San Francisco-Oakland-San Jose CA,3,2019-10-07
Santa Barbara-Santa Maria-San Luis Obispo CA,48,2019-10-07
Seattle-Tacoma WA,3,2019-10-07
South Bend-Elkhart IN,23,2019-10-07
Spokane WA,18,2019-10-07
Tampa-St. Petersburg (Sarasota) FL,7,2019-10-07
Traverse City-Cadillac MI,38,2019-10-07
Tri-Cities TN-VA,31,2019-10-07
Tulsa OK,15,2019-10-07
Washington DC (Hagerstown MD),2,2019-10-07
Wausau-Rhinelander WI,47,2019-10-07
Albuquerque-Santa Fe NM,11,2019-10-14
Atlanta GA,3,2019-10-14
Austin TX,7,2019-10-14
Baltimore MD,7,2019-10-14
Bend OR,100,2019-10-14
Boston MA-Manchester NH,2,2019-10-14
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,24,2019-10-14
Cincinnati OH,15,2019-10-14
Columbia SC,19,2019-10-14
Columbus OH,14,2019-10-14
Dallas-Ft. Worth TX,3,2019-10-14
Dayton OH,19,2019-10-14
Denver CO,4,2019-10-14
Des Moines-Ames IA,16,2019-10-14
Detroit MI,8,2019-10-14
Ft. Wayne IN,34,2019-10-14
Grand Rapids-Kalamazoo-Battle Creek MI,10,2019-10-14
Green Bay-Appleton WI,20,2019-10-14
Houston TX,4,2019-10-14
Kansas City MO,8,2019-10-14
Lansing MI,30,2019-10-14
Las Vegas NV,8,2019-10-14
Lincoln & Hastings-Kearney NE,32,2019-10-14
Los Angeles CA,2,2019-10-14
Macon GA,40,2019-10-14
Madison WI,18,2019-10-14
Miami-Ft. Lauderdale FL,3,2019-10-14
Milwaukee WI,7,2019-10-14
Minneapolis-St. Paul MN,6,2019-10-14
Mobile AL-Pensacola (Ft. Walton Beach) FL,15,2019-10-14
Monterey-Salinas CA,30,2019-10-14
Nashville TN,6,2019-10-14
New York NY,2,2019-10-14
Norfolk-Portsmouth-Newport News VA,9,2019-10-14
Philadelphia PA,4,2019-10-14
Phoenix AZ,5,2019-10-14
Pittsburgh PA,7,2019-10-14
Portland OR,5,2019-10-14
Providence RI-New Bedford MA,12,2019-10-14
Raleigh-Durham (Fayetteville) NC,5,2019-10-14
Richmond-Petersburg VA,13,2019-10-14
Rochester NY,19,2019-10-14
Sacramento-Stockton-Modesto CA,5,2019-10-14
San Diego CA,5,2019-10-14
San Francisco-Oakland-San Jose CA,3,2019-10-14
Santa Barbara-Santa Maria-San Luis Obispo CA,27,2019-10-14
Seattle-Tacoma WA,6,2019-10-14
Spokane WA,19,2019-10-14
Syracuse NY,20,2019-10-14
Tampa-St. Petersburg (Sarasota) FL,4,2019-10-14
Tulsa OK,17,2019-10-14
Washington DC (Hagerstown MD),7,2019-10-14
Wichita-Hutchinson KS,21,2019-10-14
Yuma AZ-El Centro CA,77,2019-10-14
Albuquerque-Santa Fe NM,6,2019-10-21
Atlanta GA,2,2019-10-21
Baltimore MD,4,2019-10-21
"Billings, MT",50,2019-10-21
Boise ID,14,2019-10-21
Boston MA-Manchester NH,3,2019-10-21
Casper-Riverton WY,100,2019-10-21
Charleston SC,12,2019-10-21
Charlottesville VA,39,2019-10-21
Chattanooga TN,13,2019-10-21
Chicago IL,1,2019-10-21
Cincinnati OH,4,2019-10-21
Cleveland-Akron (Canton) OH,5,2019-10-21
Colorado Springs-Pueblo CO,11,2019-10-21
Columbia SC,11,2019-10-21
Columbia-Jefferson City MO,28,2019-10-21
Columbus GA,21,2019-10-21
Columbus OH,4,2019-10-21
Dallas-Ft. Worth TX,1,2019-10-21
Davenport IA-Rock Island-Moline IL,18,2019-10-21
Dayton OH,11,2019-10-21
Detroit MI,2,2019-10-21
El Paso TX,11,2019-10-21
Eugene OR,18,2019-10-21
Green Bay-Appleton WI,11,2019-10-21
Greenville-Spartanburg SC-Asheville NC-Anderson SC,5,2019-10-21
Hartford & New Haven CT,5,2019-10-21
Houston TX,1,2019-10-21
Indianapolis IN,4,2019-10-21
Jackson MS,15,2019-10-21
Jacksonville FL,6,2019-10-21
Johnstown-Altoona PA,16,2019-10-21
Kansas City MO,4,2019-10-21
Lansing MI,17,2019-10-21
Las Vegas NV,4,2019-10-21
Lexington KY,10,2019-10-21
Little Rock-Pine Bluff AR,9,2019-10-21
Los Angeles CA,1,2019-10-21
Madison WI,10,2019-10-21
Medford-Klamath Falls OR,29,2019-10-21
Memphis TN,7,2019-10-21
Milwaukee WI,4,2019-10-21
Minneapolis-St. Paul MN,3,2019-10-21
Monterey-Salinas CA,16,2019-10-21
Nashville TN,3,2019-10-21
New York NY,1,2019-10-21
Norfolk-Portsmouth-Newport News VA,10,2019-10-21
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,17,2019-10-21
Palm Springs CA,30,2019-10-21
Philadelphia PA,2,2019-10-21
Phoenix AZ,3,2019-10-21
Pittsburgh PA,4,2019-10-21
Portland OR,3,2019-10-21
Providence RI-New Bedford MA,6,2019-10-21
Raleigh-Durham (Fayetteville) NC,4,2019-10-21
Rochester NY,10,2019-10-21
Rockford IL,28,2019-10-21
Salt Lake City UT,3,2019-10-21
San Diego CA,8,2019-10-21
San Francisco-Oakland-San Jose CA,3,2019-10-21
Santa Barbara-Santa Maria-San Luis Obispo CA,15,2019-10-21
Seattle-Tacoma WA,5,2019-10-21
Shreveport LA,17,2019-10-21
Springfield MO,12,2019-10-21
St. Louis MO,7,2019-10-21
Tampa-St. Petersburg (Sarasota) FL,2,2019-10-21
Terre Haute IN,44,2019-10-21
Topeka KS,28,2019-10-21
Traverse City-Cadillac MI,24,2019-10-21
Tri-Cities TN-VA,18,2019-10-21
Tulsa OK,9,2019-10-21
Washington DC (Hagerstown MD),4,2019-10-21
West Palm Beach-Ft. Pierce FL,6,2019-10-21
Albuquerque-Santa Fe NM,10,2019-10-28
Atlanta GA,2,2019-10-28
Boston MA-Manchester NH,4,2019-10-28
Burlington VT-Plattsburgh NY,22,2019-10-28
Butte-Bozeman MT,90,2019-10-28
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,20,2019-10-28
Champaign & Springfield-Decatur IL,20,2019-10-28
Charleston-Huntington WV,23,2019-10-28
Charlotte NC,5,2019-10-28
Charlottesville VA,60,2019-10-28
Chicago IL,2,2019-10-28
Chico-Redding CA,42,2019-10-28
Cincinnati OH,11,2019-10-28
Cleveland-Akron (Canton) OH,4,2019-10-28
Columbia SC,16,2019-10-28
Columbia-Jefferson City MO,42,2019-10-28
Columbus OH,6,2019-10-28
Columbus-Tupelo-West Point MS,11,2019-10-28
Dallas-Ft. Worth TX,2,2019-10-28
Denver CO,4,2019-10-28
Detroit MI,5,2019-10-28
Duluth MN-Superior WI,50,2019-10-28
Florence-Myrtle Beach SC,24,2019-10-28
Grand Junction-Montrose CO,100,2019-10-28
Harlingen-Weslaco-Brownsville-McAllen TX,14,2019-10-28
Hartford & New Haven CT,5,2019-10-28
Honolulu HI,13,2019-10-28
Houston TX,2,2019-10-28
Jackson MS,22,2019-10-28
Jacksonville FL,9,2019-10-28
Joplin MO-Pittsburg KS,60,2019-10-28
Kansas City MO,6,2019-10-28
Little Rock-Pine Bluff AR,19,2019-10-28
Los Angeles CA,2,2019-10-28
Louisville KY,9,2019-10-28
Macon GA,33,2019-10-28
Madison WI,15,2019-10-28
Memphis TN,11,2019-10-28
Miami-Ft. Lauderdale FL,3,2019-10-28
Minneapolis-St. Paul MN,3,2019-10-28
Mobile AL-Pensacola (Ft. Walton Beach) FL,13,2019-10-28
Nashville TN,5,2019-10-28
New Orleans LA,10,2019-10-28
New York NY,4,2019-10-28
Oklahoma City OK,10,2019-10-28
Omaha NE,12,2019-10-28
Orlando-Daytona Beach-Melbourne FL,6,2019-10-28
Philadelphia PA,3,2019-10-28
Phoenix AZ,7,2019-10-28
Portland OR,9,2019-10-28
Providence RI-New Bedford MA,10,2019-10-28
Reno NV,25,2019-10-28
Richmond-Petersburg VA,11,2019-10-28
Sacramento-Stockton-Modesto CA,8,2019-10-28
Salt Lake City UT,10,2019-10-28
San Diego CA,6,2019-10-28
San Francisco-Oakland-San Jose CA,2,2019-10-28
Seattle-Tacoma WA,3,2019-10-28
Spokane WA,16,2019-10-28
Springfield MO,10,2019-10-28
St. Louis MO,5,2019-10-28
Tampa-St. Petersburg (Sarasota) FL,4,2019-10-28
Toledo OH,17,2019-10-28
Tri-Cities TN-VA,28,2019-10-28
Tucson (Sierra Vista) AZ,16,2019-10-28
Tulsa OK,13,2019-10-28
Washington DC (Hagerstown MD),5,2019-10-28
Wichita-Hutchinson KS,17,2019-10-28
Anchorage AK,15,2019-11-04
Atlanta GA,1,2019-11-04
Austin TX,3,2019-11-04
