geoName,NBA Finals,date
Charleston-Huntington WV,17,2019-01-21
Charlotte NC,3,2019-01-21
Charlottesville VA,0,2019-01-21
Chattanooga TN,0,2019-01-21
Cheyenne WY-Scottsbluff NE,52,2019-01-21
Chicago IL,3,2019-01-21
Chico-Redding CA,0,2019-01-21
Cincinnati OH,2,2019-01-21
Clarksburg-Weston WV,0,2019-01-21
Cleveland-Akron (Canton) OH,4,2019-01-21
Colorado Springs-Pueblo CO,7,2019-01-21
Columbia SC,6,2019-01-21
Columbia-Jefferson City MO,0,2019-01-21
Columbus GA,13,2019-01-21
Columbus OH,6,2019-01-21
Columbus-Tupelo-West Point MS,0,2019-01-21
Corpus Christi TX,14,2019-01-21
Dallas-Ft. Worth TX,2,2019-01-21
Davenport IA-Rock Island-Moline IL,11,2019-01-21
Dayton OH,12,2019-01-21
Denver CO,2,2019-01-21
Des Moines-Ames IA,6,2019-01-21
Detroit MI,3,2019-01-21
Dothan AL,0,2019-01-21
Duluth MN-Superior WI,0,2019-01-21
El Paso TX,14,2019-01-21
Elmira NY,0,2019-01-21
Erie PA,20,2019-01-21
Eugene OR,11,2019-01-21
Eureka CA,0,2019-01-21
Evansville IN,23,2019-01-21
Fairbanks AK,0,2019-01-21
Fargo-Valley City ND,0,2019-01-21
Flint-Saginaw-Bay City MI,0,2019-01-21
Florence-Myrtle Beach SC,0,2019-01-21
Fresno-Visalia CA,0,2019-01-21
Ft. Myers-Naples FL,0,2019-01-21
Ft. Smith-Fayetteville-Springdale-Rogers AR,8,2019-01-21
Ft. Wayne IN,11,2019-01-21
Gainesville FL,0,2019-01-21
Glendive MT,0,2019-01-21
Grand Junction-Montrose CO,0,2019-01-21
Grand Rapids-Kalamazoo-Battle Creek MI,4,2019-01-21
Great Falls MT,0,2019-01-21
Green Bay-Appleton WI,6,2019-01-21
Greensboro-High Point-Winston Salem NC,4,2019-01-21
Greenville-New Bern-Washington NC,0,2019-01-21
Greenville-Spartanburg SC-Asheville NC-Anderson SC,3,2019-01-21
Greenwood-Greenville MS,0,2019-01-21
Harlingen-Weslaco-Brownsville-McAllen TX,6,2019-01-21
Harrisburg-Lancaster-Lebanon-York PA,4,2019-01-21
Harrisonburg VA,0,2019-01-21
Hartford & New Haven CT,6,2019-01-21
Hattiesburg-Laurel MS,0,2019-01-21
Helena MT,100,2019-01-21
Honolulu HI,5,2019-01-21
Houston TX,3,2019-01-21
Huntsville-Decatur (Florence) AL,7,2019-01-21
Idaho Falls-Pocatello ID,0,2019-01-21
Indianapolis IN,8,2019-01-21
Jackson MS,0,2019-01-21
Jackson TN,0,2019-01-21
Jacksonville FL,3,2019-01-21
Johnstown-Altoona PA,9,2019-01-21
Jonesboro AR,41,2019-01-21
Joplin MO-Pittsburg KS,0,2019-01-21
Juneau AK,0,2019-01-21
Kansas City MO,6,2019-01-21
Knoxville TN,5,2019-01-21
La Crosse-Eau Claire WI,0,2019-01-21
Lafayette IN,0,2019-01-21
Lafayette LA,0,2019-01-21
Lake Charles LA,0,2019-01-21
Lansing MI,10,2019-01-21
Laredo TX,30,2019-01-21
Las Vegas NV,6,2019-01-21
Lexington KY,6,2019-01-21
Lima OH,0,2019-01-21
Lincoln & Hastings-Kearney NE,10,2019-01-21
Little Rock-Pine Bluff AR,5,2019-01-21
Los Angeles CA,3,2019-01-21
Louisville KY,7,2019-01-21
Lubbock TX,0,2019-01-21
Macon GA,13,2019-01-21
Madison WI,8,2019-01-21
Mankato MN,0,2019-01-21
Marquette MI,0,2019-01-21
Medford-Klamath Falls OR,0,2019-01-21
Memphis TN,4,2019-01-21
Meridian MS,0,2019-01-21
Miami-Ft. Lauderdale FL,3,2019-01-21
Milwaukee WI,6,2019-01-21
Minneapolis-St. Paul MN,3,2019-01-21
Minot-Bismarck-Dickinson(Williston) ND,0,2019-01-21
Missoula MT,0,2019-01-21
Mobile AL-Pensacola (Ft. Walton Beach) FL,0,2019-01-21
Monroe LA-El Dorado AR,0,2019-01-21
Monterey-Salinas CA,10,2019-01-21
Montgomery (Selma) AL,14,2019-01-21
Nashville TN,3,2019-01-21
New Orleans LA,0,2019-01-21
New York NY,4,2019-01-21
Norfolk-Portsmouth-Newport News VA,3,2019-01-21
North Platte NE,0,2019-01-21
Odessa-Midland TX,0,2019-01-21
Oklahoma City OK,4,2019-01-21
Omaha NE,9,2019-01-21
Orlando-Daytona Beach-Melbourne FL,2,2019-01-21
Ottumwa IA-Kirksville MO,72,2019-01-21
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,20,2019-01-21
Palm Springs CA,16,2019-01-21
Panama City FL,21,2019-01-21
Parkersburg WV,0,2019-01-21
Peoria-Bloomington IL,10,2019-01-21
Philadelphia PA,3,2019-01-21
Phoenix AZ,3,2019-01-21
Pittsburgh PA,2,2019-01-21
Portland OR,2,2019-01-21
Portland-Auburn ME,7,2019-01-21
Presque Isle ME,0,2019-01-21
Providence RI-New Bedford MA,5,2019-01-21
Quincy IL-Hannibal MO-Keokuk IA,0,2019-01-21
Raleigh-Durham (Fayetteville) NC,3,2019-01-21
Rapid City SD,0,2019-01-21
Reno NV,0,2019-01-21
Richmond-Petersburg VA,4,2019-01-21
Roanoke-Lynchburg VA,6,2019-01-21
Rochester MN-Mason City IA-Austin MN,0,2019-01-21
Rochester NY,6,2019-01-21
Rockford IL,0,2019-01-21
Sacramento-Stockton-Modesto CA,3,2019-01-21
Salisbury MD,0,2019-01-21
Salt Lake City UT,2,2019-01-21
San Angelo TX,0,2019-01-21
San Antonio TX,9,2019-01-21
San Diego CA,4,2019-01-21
San Francisco-Oakland-San Jose CA,4,2019-01-21
Santa Barbara-Santa Maria-San Luis Obispo CA,9,2019-01-21
Savannah GA,7,2019-01-21
Seattle-Tacoma WA,1,2019-01-21
Sherman TX-Ada OK,0,2019-01-21
Shreveport LA,0,2019-01-21
Sioux City IA,0,2019-01-21
Sioux Falls(Mitchell) SD,11,2019-01-21
South Bend-Elkhart IN,0,2019-01-21
Spokane WA,6,2019-01-21
Springfield MO,7,2019-01-21
Springfield-Holyoke MA,27,2019-01-21
St. Joseph MO,0,2019-01-21
St. Louis MO,2,2019-01-21
Syracuse NY,7,2019-01-21
Tallahassee FL-Thomasville GA,20,2019-01-21
Tampa-St. Petersburg (Sarasota) FL,2,2019-01-21
Terre Haute IN,0,2019-01-21
Toledo OH,7,2019-01-21
Topeka KS,0,2019-01-21
Traverse City-Cadillac MI,0,2019-01-21
Tri-Cities TN-VA,11,2019-01-21
Tucson (Sierra Vista) AZ,0,2019-01-21
Tulsa OK,0,2019-01-21
Twin Falls ID,45,2019-01-21
Tyler-Longview(Lufkin & Nacogdoches) TX,12,2019-01-21
Utica NY,0,2019-01-21
Victoria TX,0,2019-01-21
Waco-Temple-Bryan TX,13,2019-01-21
Washington DC (Hagerstown MD),2,2019-01-21
Watertown NY,32,2019-01-21
Wausau-Rhinelander WI,0,2019-01-21
West Palm Beach-Ft. Pierce FL,9,2019-01-21
Wheeling WV-Steubenville OH,28,2019-01-21
Wichita Falls TX & Lawton OK,21,2019-01-21
Wichita-Hutchinson KS,6,2019-01-21
Wilkes Barre-Scranton PA,5,2019-01-21
Wilmington NC,0,2019-01-21
Yakima-Pasco-Richland-Kennewick WA,0,2019-01-21
Youngstown OH,0,2019-01-21
Yuma AZ-El Centro CA,23,2019-01-21
Zanesville OH,0,2019-01-21
Abilene-Sweetwater TX,0,2019-01-28
Albany GA,0,2019-01-28
Albany-Schenectady-Troy NY,3,2019-01-28
Albuquerque-Santa Fe NM,0,2019-01-28
Alexandria LA,0,2019-01-28
Alpena MI,0,2019-01-28
Amarillo TX,0,2019-01-28
Anchorage AK,0,2019-01-28
Atlanta GA,2,2019-01-28
Augusta GA,0,2019-01-28
Austin TX,3,2019-01-28
Bakersfield CA,0,2019-01-28
Baltimore MD,2,2019-01-28
Bangor ME,15,2019-01-28
Baton Rouge LA,6,2019-01-28
Beaumont-Port Arthur TX,0,2019-01-28
Bend OR,0,2019-01-28
"Billings, MT",0,2019-01-28
Biloxi-Gulfport MS,0,2019-01-28
Binghamton NY,0,2019-01-28
Birmingham AL,3,2019-01-28
Bluefield-Beckley-Oak Hill WV,22,2019-01-28
Boise ID,0,2019-01-28
Boston MA-Manchester NH,3,2019-01-28
Bowling Green KY,0,2019-01-28
Buffalo NY,3,2019-01-28
Burlington VT-Plattsburgh NY,0,2019-01-28
Butte-Bozeman MT,0,2019-01-28
Casper-Riverton WY,0,2019-01-28
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,6,2019-01-28
Champaign & Springfield-Decatur IL,5,2019-01-28
Charleston SC,0,2019-01-28
Charleston-Huntington WV,0,2019-01-28
Charlotte NC,2,2019-01-28
Charlottesville VA,0,2019-01-28
Chattanooga TN,5,2019-01-28
Cheyenne WY-Scottsbluff NE,0,2019-01-28
Chicago IL,3,2019-01-28
Chico-Redding CA,11,2019-01-28
Cincinnati OH,3,2019-01-28
Clarksburg-Weston WV,0,2019-01-28
Cleveland-Akron (Canton) OH,4,2019-01-28
Colorado Springs-Pueblo CO,14,2019-01-28
Columbia SC,0,2019-01-28
Columbia-Jefferson City MO,11,2019-01-28
Columbus GA,0,2019-01-28
Columbus OH,2,2019-01-28
Columbus-Tupelo-West Point MS,0,2019-01-28
Corpus Christi TX,0,2019-01-28
Dallas-Ft. Worth TX,2,2019-01-28
Davenport IA-Rock Island-Moline IL,8,2019-01-28
Dayton OH,4,2019-01-28
Denver CO,1,2019-01-28
Des Moines-Ames IA,5,2019-01-28
Detroit MI,2,2019-01-28
Dothan AL,0,2019-01-28
Duluth MN-Superior WI,0,2019-01-28
El Paso TX,5,2019-01-28
Elmira NY,0,2019-01-28
Erie PA,0,2019-01-28
Eugene OR,0,2019-01-28
Eureka CA,0,2019-01-28
Evansville IN,8,2019-01-28
Fairbanks AK,46,2019-01-28
Fargo-Valley City ND,0,2019-01-28
Flint-Saginaw-Bay City MI,0,2019-01-28
Florence-Myrtle Beach SC,0,2019-01-28
Fresno-Visalia CA,5,2019-01-28
Ft. Myers-Naples FL,3,2019-01-28
Ft. Smith-Fayetteville-Springdale-Rogers AR,6,2019-01-28
Ft. Wayne IN,8,2019-01-28
Gainesville FL,0,2019-01-28
Glendive MT,0,2019-01-28
Grand Junction-Montrose CO,0,2019-01-28
Grand Rapids-Kalamazoo-Battle Creek MI,2,2019-01-28
Great Falls MT,0,2019-01-28
Green Bay-Appleton WI,5,2019-01-28
Greensboro-High Point-Winston Salem NC,3,2019-01-28
Greenville-New Bern-Washington NC,12,2019-01-28
Greenville-Spartanburg SC-Asheville NC-Anderson SC,2,2019-01-28
Greenwood-Greenville MS,0,2019-01-28
Harlingen-Weslaco-Brownsville-McAllen TX,4,2019-01-28
Harrisburg-Lancaster-Lebanon-York PA,5,2019-01-28
Harrisonburg VA,0,2019-01-28
Hartford & New Haven CT,3,2019-01-28
Hattiesburg-Laurel MS,0,2019-01-28
Helena MT,0,2019-01-28
Honolulu HI,3,2019-01-28
Houston TX,4,2019-01-28
Huntsville-Decatur (Florence) AL,5,2019-01-28
Idaho Falls-Pocatello ID,0,2019-01-28
Indianapolis IN,4,2019-01-28
Jackson MS,6,2019-01-28
Jackson TN,0,2019-01-28
Jacksonville FL,2,2019-01-28
Johnstown-Altoona PA,7,2019-01-28
Jonesboro AR,29,2019-01-28
Joplin MO-Pittsburg KS,16,2019-01-28
Juneau AK,0,2019-01-28
Kansas City MO,2,2019-01-28
Knoxville TN,6,2019-01-28
La Crosse-Eau Claire WI,10,2019-01-28
Lafayette IN,0,2019-01-28
Lafayette LA,0,2019-01-28
Lake Charles LA,0,2019-01-28
Lansing MI,0,2019-01-28
Laredo TX,0,2019-01-28
Las Vegas NV,4,2019-01-28
Lexington KY,4,2019-01-28
Lima OH,0,2019-01-28
Lincoln & Hastings-Kearney NE,7,2019-01-28
Little Rock-Pine Bluff AR,4,2019-01-28
Los Angeles CA,3,2019-01-28
Louisville KY,3,2019-01-28
Lubbock TX,0,2019-01-28
Macon GA,0,2019-01-28
Madison WI,11,2019-01-28
Mankato MN,0,2019-01-28
Marquette MI,0,2019-01-28
Medford-Klamath Falls OR,0,2019-01-28
Memphis TN,5,2019-01-28
Meridian MS,0,2019-01-28
Miami-Ft. Lauderdale FL,3,2019-01-28
Milwaukee WI,5,2019-01-28
Minneapolis-St. Paul MN,1,2019-01-28
Minot-Bismarck-Dickinson(Williston) ND,0,2019-01-28
Missoula MT,0,2019-01-28
Mobile AL-Pensacola (Ft. Walton Beach) FL,3,2019-01-28
Monroe LA-El Dorado AR,16,2019-01-28
Monterey-Salinas CA,7,2019-01-28
Montgomery (Selma) AL,0,2019-01-28
Nashville TN,1,2019-01-28
New Orleans LA,5,2019-01-28
New York NY,3,2019-01-28
Norfolk-Portsmouth-Newport News VA,3,2019-01-28
North Platte NE,0,2019-01-28
Odessa-Midland TX,0,2019-01-28
Oklahoma City OK,0,2019-01-28
Omaha NE,3,2019-01-28
Orlando-Daytona Beach-Melbourne FL,2,2019-01-28
Ottumwa IA-Kirksville MO,0,2019-01-28
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0,2019-01-28
Palm Springs CA,11,2019-01-28
Panama City FL,0,2019-01-28
Parkersburg WV,0,2019-01-28
Peoria-Bloomington IL,0,2019-01-28
Philadelphia PA,3,2019-01-28
Phoenix AZ,2,2019-01-28
Pittsburgh PA,3,2019-01-28
Portland OR,2,2019-01-28
Portland-Auburn ME,9,2019-01-28
Presque Isle ME,100,2019-01-28
Providence RI-New Bedford MA,5,2019-01-28
Quincy IL-Hannibal MO-Keokuk IA,0,2019-01-28
Raleigh-Durham (Fayetteville) NC,2,2019-01-28
Rapid City SD,0,2019-01-28
Reno NV,6,2019-01-28
Richmond-Petersburg VA,8,2019-01-28
Roanoke-Lynchburg VA,4,2019-01-28
Rochester MN-Mason City IA-Austin MN,0,2019-01-28
Rochester NY,8,2019-01-28
Rockford IL,0,2019-01-28
Sacramento-Stockton-Modesto CA,4,2019-01-28
Salisbury MD,0,2019-01-28
Salt Lake City UT,3,2019-01-28
San Angelo TX,0,2019-01-28
San Antonio TX,3,2019-01-28
San Diego CA,1,2019-01-28
San Francisco-Oakland-San Jose CA,2,2019-01-28
Santa Barbara-Santa Maria-San Luis Obispo CA,0,2019-01-28
Savannah GA,0,2019-01-28
Seattle-Tacoma WA,2,2019-01-28
Sherman TX-Ada OK,0,2019-01-28
Shreveport LA,7,2019-01-28
Sioux City IA,15,2019-01-28
Sioux Falls(Mitchell) SD,0,2019-01-28
South Bend-Elkhart IN,0,2019-01-28
Spokane WA,5,2019-01-28
Springfield MO,0,2019-01-28
Springfield-Holyoke MA,6,2019-01-28
St. Joseph MO,0,2019-01-28
St. Louis MO,3,2019-01-28
Syracuse NY,0,2019-01-28
Tallahassee FL-Thomasville GA,0,2019-01-28
Tampa-St. Petersburg (Sarasota) FL,1,2019-01-28
Terre Haute IN,18,2019-01-28
Toledo OH,5,2019-01-28
Topeka KS,0,2019-01-28
Traverse City-Cadillac MI,0,2019-01-28
Tri-Cities TN-VA,0,2019-01-28
Tucson (Sierra Vista) AZ,4,2019-01-28
Tulsa OK,8,2019-01-28
Twin Falls ID,0,2019-01-28
Tyler-Longview(Lufkin & Nacogdoches) TX,0,2019-01-28
Utica NY,0,2019-01-28
Victoria TX,0,2019-01-28
Waco-Temple-Bryan TX,9,2019-01-28
Washington DC (Hagerstown MD),3,2019-01-28
Watertown NY,0,2019-01-28
Wausau-Rhinelander WI,0,2019-01-28
West Palm Beach-Ft. Pierce FL,2,2019-01-28
Wheeling WV-Steubenville OH,0,2019-01-28
Wichita Falls TX & Lawton OK,0,2019-01-28
Wichita-Hutchinson KS,4,2019-01-28
Wilkes Barre-Scranton PA,4,2019-01-28
Wilmington NC,0,2019-01-28
Yakima-Pasco-Richland-Kennewick WA,8,2019-01-28
Youngstown OH,13,2019-01-28
Yuma AZ-El Centro CA,0,2019-01-28
Zanesville OH,0,2019-01-28
Abilene-Sweetwater TX,0,2019-02-04
Albany GA,33,2019-02-04
Albany-Schenectady-Troy NY,9,2019-02-04
Albuquerque-Santa Fe NM,5,2019-02-04
Alexandria LA,0,2019-02-04
Alpena MI,0,2019-02-04
Amarillo TX,0,2019-02-04
Anchorage AK,22,2019-02-04
Atlanta GA,5,2019-02-04
Augusta GA,15,2019-02-04
Austin TX,4,2019-02-04
Bakersfield CA,22,2019-02-04
Baltimore MD,6,2019-02-04
Bangor ME,0,2019-02-04
Baton Rouge LA,11,2019-02-04
Beaumont-Port Arthur TX,27,2019-02-04
Bend OR,0,2019-02-04
"Billings, MT",0,2019-02-04
Biloxi-Gulfport MS,0,2019-02-04
Binghamton NY,0,2019-02-04
Birmingham AL,4,2019-02-04
Bluefield-Beckley-Oak Hill WV,0,2019-02-04
Boise ID,0,2019-02-04
Boston MA-Manchester NH,10,2019-02-04
Bowling Green KY,0,2019-02-04
Buffalo NY,0,2019-02-04
Burlington VT-Plattsburgh NY,11,2019-02-04
Butte-Bozeman MT,0,2019-02-04
Casper-Riverton WY,0,2019-02-04
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0,2019-02-04
Champaign & Springfield-Decatur IL,0,2019-02-04
Charleston SC,10,2019-02-04
Charleston-Huntington WV,12,2019-02-04
Charlotte NC,2,2019-02-04
Charlottesville VA,0,2019-02-04
Chattanooga TN,0,2019-02-04
Cheyenne WY-Scottsbluff NE,0,2019-02-04
Chicago IL,5,2019-02-04
Chico-Redding CA,20,2019-02-04
Cincinnati OH,8,2019-02-04
Clarksburg-Weston WV,0,2019-02-04
Cleveland-Akron (Canton) OH,8,2019-02-04
Colorado Springs-Pueblo CO,9,2019-02-04
Columbia SC,26,2019-02-04
Columbia-Jefferson City MO,43,2019-02-04
Columbus GA,35,2019-02-04
Columbus OH,6,2019-02-04
Columbus-Tupelo-West Point MS,32,2019-02-04
Corpus Christi TX,0,2019-02-04
Dallas-Ft. Worth TX,6,2019-02-04
Davenport IA-Rock Island-Moline IL,21,2019-02-04
Dayton OH,8,2019-02-04
Denver CO,6,2019-02-04
Des Moines-Ames IA,13,2019-02-04
Detroit MI,4,2019-02-04
Dothan AL,0,2019-02-04
Duluth MN-Superior WI,0,2019-02-04
El Paso TX,10,2019-02-04
Elmira NY,0,2019-02-04
Erie PA,28,2019-02-04
Eugene OR,14,2019-02-04
Eureka CA,0,2019-02-04
Evansville IN,16,2019-02-04
Fairbanks AK,0,2019-02-04
Fargo-Valley City ND,16,2019-02-04
Flint-Saginaw-Bay City MI,0,2019-02-04
Florence-Myrtle Beach SC,27,2019-02-04
Fresno-Visalia CA,8,2019-02-04
Ft. Myers-Naples FL,6,2019-02-04
Ft. Smith-Fayetteville-Springdale-Rogers AR,11,2019-02-04
Ft. Wayne IN,30,2019-02-04
Gainesville FL,0,2019-02-04
Glendive MT,0,2019-02-04
Grand Junction-Montrose CO,0,2019-02-04
Grand Rapids-Kalamazoo-Battle Creek MI,9,2019-02-04
Great Falls MT,0,2019-02-04
Green Bay-Appleton WI,22,2019-02-04
Greensboro-High Point-Winston Salem NC,8,2019-02-04
Greenville-New Bern-Washington NC,23,2019-02-04
Greenville-Spartanburg SC-Asheville NC-Anderson SC,8,2019-02-04
Greenwood-Greenville MS,100,2019-02-04
Harlingen-Weslaco-Brownsville-McAllen TX,8,2019-02-04
Harrisburg-Lancaster-Lebanon-York PA,7,2019-02-04
Harrisonburg VA,0,2019-02-04
Hartford & New Haven CT,6,2019-02-04
Hattiesburg-Laurel MS,0,2019-02-04
Helena MT,0,2019-02-04
Honolulu HI,0,2019-02-04
Houston TX,5,2019-02-04
Huntsville-Decatur (Florence) AL,0,2019-02-04
Idaho Falls-Pocatello ID,26,2019-02-04
Indianapolis IN,7,2019-02-04
Jackson MS,23,2019-02-04
Jackson TN,0,2019-02-04
Jacksonville FL,11,2019-02-04
Johnstown-Altoona PA,0,2019-02-04
Jonesboro AR,0,2019-02-04
Joplin MO-Pittsburg KS,0,2019-02-04
Juneau AK,0,2019-02-04
Kansas City MO,6,2019-02-04
Knoxville TN,11,2019-02-04
La Crosse-Eau Claire WI,18,2019-02-04
Lafayette IN,0,2019-02-04
Lafayette LA,0,2019-02-04
Lake Charles LA,0,2019-02-04
Lansing MI,0,2019-02-04
Laredo TX,0,2019-02-04
Las Vegas NV,14,2019-02-04
Lexington KY,0,2019-02-04
Lima OH,79,2019-02-04
Lincoln & Hastings-Kearney NE,0,2019-02-04
Little Rock-Pine Bluff AR,12,2019-02-04
Los Angeles CA,5,2019-02-04
Louisville KY,5,2019-02-04
Lubbock TX,0,2019-02-04
Macon GA,35,2019-02-04
Madison WI,16,2019-02-04
Mankato MN,66,2019-02-04
Marquette MI,0,2019-02-04
Medford-Klamath Falls OR,0,2019-02-04
Memphis TN,9,2019-02-04
Meridian MS,0,2019-02-04
Miami-Ft. Lauderdale FL,8,2019-02-04
Milwaukee WI,16,2019-02-04
Minneapolis-St. Paul MN,4,2019-02-04
Minot-Bismarck-Dickinson(Williston) ND,0,2019-02-04
Missoula MT,0,2019-02-04
Mobile AL-Pensacola (Ft. Walton Beach) FL,0,2019-02-04
Monroe LA-El Dorado AR,0,2019-02-04
Monterey-Salinas CA,13,2019-02-04
Montgomery (Selma) AL,19,2019-02-04
Nashville TN,5,2019-02-04
New Orleans LA,7,2019-02-04
New York NY,7,2019-02-04
Norfolk-Portsmouth-Newport News VA,7,2019-02-04
North Platte NE,0,2019-02-04
Odessa-Midland TX,0,2019-02-04
Oklahoma City OK,7,2019-02-04
Omaha NE,6,2019-02-04
Orlando-Daytona Beach-Melbourne FL,4,2019-02-04
Ottumwa IA-Kirksville MO,0,2019-02-04
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,20,2019-02-04
Palm Springs CA,0,2019-02-04
Panama City FL,0,2019-02-04
Parkersburg WV,0,2019-02-04
Peoria-Bloomington IL,0,2019-02-04
Philadelphia PA,10,2019-02-04
Phoenix AZ,3,2019-02-04
Pittsburgh PA,9,2019-02-04
Portland OR,2,2019-02-04
Portland-Auburn ME,22,2019-02-04
Presque Isle ME,0,2019-02-04
Providence RI-New Bedford MA,8,2019-02-04
Quincy IL-Hannibal MO-Keokuk IA,0,2019-02-04
Raleigh-Durham (Fayetteville) NC,6,2019-02-04
Rapid City SD,0,2019-02-04
Reno NV,12,2019-02-04
Richmond-Petersburg VA,8,2019-02-04
Roanoke-Lynchburg VA,16,2019-02-04
Rochester MN-Mason City IA-Austin MN,37,2019-02-04
Rochester NY,8,2019-02-04
Rockford IL,22,2019-02-04
Sacramento-Stockton-Modesto CA,7,2019-02-04
Salisbury MD,0,2019-02-04
Salt Lake City UT,4,2019-02-04
San Angelo TX,0,2019-02-04
San Antonio TX,6,2019-02-04
San Diego CA,5,2019-02-04
San Francisco-Oakland-San Jose CA,6,2019-02-04
Santa Barbara-Santa Maria-San Luis Obispo CA,12,2019-02-04
Savannah GA,10,2019-02-04
Seattle-Tacoma WA,6,2019-02-04
Sherman TX-Ada OK,0,2019-02-04
Shreveport LA,13,2019-02-04
Sioux City IA,29,2019-02-04
Sioux Falls(Mitchell) SD,0,2019-02-04
South Bend-Elkhart IN,18,2019-02-04
Spokane WA,8,2019-02-04
Springfield MO,10,2019-02-04
Springfield-Holyoke MA,25,2019-02-04
St. Joseph MO,0,2019-02-04
St. Louis MO,4,2019-02-04
Syracuse NY,12,2019-02-04
Tallahassee FL-Thomasville GA,13,2019-02-04
Tampa-St. Petersburg (Sarasota) FL,4,2019-02-04
Terre Haute IN,34,2019-02-04
Toledo OH,9,2019-02-04
Topeka KS,21,2019-02-04
Traverse City-Cadillac MI,40,2019-02-04
Tri-Cities TN-VA,0,2019-02-04
Tucson (Sierra Vista) AZ,12,2019-02-04
Tulsa OK,7,2019-02-04
Twin Falls ID,0,2019-02-04
Tyler-Longview(Lufkin & Nacogdoches) TX,16,2019-02-04
Utica NY,0,2019-02-04
Victoria TX,0,2019-02-04
Waco-Temple-Bryan TX,9,2019-02-04
Washington DC (Hagerstown MD),5,2019-02-04
Watertown NY,0,2019-02-04
Wausau-Rhinelander WI,24,2019-02-04
West Palm Beach-Ft. Pierce FL,8,2019-02-04
Wheeling WV-Steubenville OH,0,2019-02-04
Wichita Falls TX & Lawton OK,27,2019-02-04
Wichita-Hutchinson KS,17,2019-02-04
Wilkes Barre-Scranton PA,11,2019-02-04
Wilmington NC,0,2019-02-04
Yakima-Pasco-Richland-Kennewick WA,15,2019-02-04
Youngstown OH,0,2019-02-04
Yuma AZ-El Centro CA,0,2019-02-04
Zanesville OH,0,2019-02-04
Abilene-Sweetwater TX,0,2019-02-11
Albany GA,0,2019-02-11
Albany-Schenectady-Troy NY,11,2019-02-11
Albuquerque-Santa Fe NM,5,2019-02-11
Alexandria LA,0,2019-02-11
Alpena MI,0,2019-02-11
Amarillo TX,0,2019-02-11
Anchorage AK,43,2019-02-11
Atlanta GA,6,2019-02-11
Augusta GA,47,2019-02-11
Austin TX,4,2019-02-11
Bakersfield CA,14,2019-02-11
Baltimore MD,6,2019-02-11
Bangor ME,0,2019-02-11
Baton Rouge LA,19,2019-02-11
Beaumont-Port Arthur TX,0,2019-02-11
Bend OR,45,2019-02-11
"Billings, MT",42,2019-02-11
Biloxi-Gulfport MS,32,2019-02-11
Binghamton NY,0,2019-02-11
Birmingham AL,9,2019-02-11
Bluefield-Beckley-Oak Hill WV,0,2019-02-11
Boise ID,0,2019-02-11
Boston MA-Manchester NH,5,2019-02-11
Bowling Green KY,0,2019-02-11
Buffalo NY,6,2019-02-11
Burlington VT-Plattsburgh NY,0,2019-02-11
Butte-Bozeman MT,0,2019-02-11
Casper-Riverton WY,0,2019-02-11
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0,2019-02-11
Champaign & Springfield-Decatur IL,0,2019-02-11
Charleston SC,0,2019-02-11
Charleston-Huntington WV,24,2019-02-11
Charlotte NC,5,2019-02-11
Charlottesville VA,30,2019-02-11
Chattanooga TN,0,2019-02-11
Cheyenne WY-Scottsbluff NE,0,2019-02-11
Chicago IL,7,2019-02-11
Chico-Redding CA,0,2019-02-11
Cincinnati OH,17,2019-02-11
Clarksburg-Weston WV,0,2019-02-11
Cleveland-Akron (Canton) OH,9,2019-02-11
Colorado Springs-Pueblo CO,0,2019-02-11
Columbia SC,8,2019-02-11
Columbia-Jefferson City MO,0,2019-02-11
Columbus GA,36,2019-02-11
Columbus OH,6,2019-02-11
Columbus-Tupelo-West Point MS,0,2019-02-11
Corpus Christi TX,0,2019-02-11
Dallas-Ft. Worth TX,7,2019-02-11
Davenport IA-Rock Island-Moline IL,0,2019-02-11
Dayton OH,8,2019-02-11
Denver CO,10,2019-02-11
Des Moines-Ames IA,11,2019-02-11
Detroit MI,6,2019-02-11
Dothan AL,0,2019-02-11
Duluth MN-Superior WI,0,2019-02-11
El Paso TX,0,2019-02-11
Elmira NY,0,2019-02-11
Erie PA,27,2019-02-11
Eugene OR,14,2019-02-11
Eureka CA,0,2019-02-11
Evansville IN,16,2019-02-11
Fairbanks AK,0,2019-02-11
Fargo-Valley City ND,0,2019-02-11
Flint-Saginaw-Bay City MI,10,2019-02-11
Florence-Myrtle Beach SC,13,2019-02-11
Fresno-Visalia CA,0,2019-02-11
Ft. Myers-Naples FL,9,2019-02-11
Ft. Smith-Fayetteville-Springdale-Rogers AR,12,2019-02-11
Ft. Wayne IN,0,2019-02-11
Gainesville FL,22,2019-02-11
Glendive MT,0,2019-02-11
Grand Junction-Montrose CO,0,2019-02-11
Grand Rapids-Kalamazoo-Battle Creek MI,13,2019-02-11
Great Falls MT,0,2019-02-11
Green Bay-Appleton WI,9,2019-02-11
Greensboro-High Point-Winston Salem NC,5,2019-02-11
