geoName,NBA Finals,date
Anchorage AK,0,2019-07-29
Atlanta GA,3,2019-07-29
Augusta GA,0,2019-07-29
Austin TX,7,2019-07-29
Bakersfield CA,0,2019-07-29
Baltimore MD,3,2019-07-29
Bangor ME,0,2019-07-29
Baton Rouge LA,43,2019-07-29
Beaumont-Port Arthur TX,62,2019-07-29
Bend OR,0,2019-07-29
"Billings, MT",0,2019-07-29
Biloxi-Gulfport MS,0,2019-07-29
Binghamton NY,0,2019-07-29
Birmingham AL,6,2019-07-29
Bluefield-Beckley-Oak Hill WV,0,2019-07-29
Boise ID,0,2019-07-29
Boston MA-Manchester NH,5,2019-07-29
Bowling Green KY,0,2019-07-29
Buffalo NY,13,2019-07-29
Burlington VT-Plattsburgh NY,0,2019-07-29
Butte-Bozeman MT,0,2019-07-29
Casper-Riverton WY,0,2019-07-29
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0,2019-07-29
Champaign & Springfield-Decatur IL,29,2019-07-29
Charleston SC,11,2019-07-29
Charleston-Huntington WV,14,2019-07-29
Charlotte NC,3,2019-07-29
Charlottesville VA,0,2019-07-29
Chattanooga TN,13,2019-07-29
Cheyenne WY-Scottsbluff NE,0,2019-07-29
Chicago IL,8,2019-07-29
Chico-Redding CA,26,2019-07-29
Cincinnati OH,8,2019-07-29
Clarksburg-Weston WV,0,2019-07-29
Cleveland-Akron (Canton) OH,7,2019-07-29
Colorado Springs-Pueblo CO,0,2019-07-29
Columbia SC,0,2019-07-29
Columbia-Jefferson City MO,0,2019-07-29
Columbus GA,0,2019-07-29
Columbus OH,9,2019-07-29
Columbus-Tupelo-West Point MS,0,2019-07-29
Corpus Christi TX,21,2019-07-29
Dallas-Ft. Worth TX,5,2019-07-29
Davenport IA-Rock Island-Moline IL,18,2019-07-29
Dayton OH,0,2019-07-29
Denver CO,4,2019-07-29
Des Moines-Ames IA,10,2019-07-29
Detroit MI,10,2019-07-29
Dothan AL,53,2019-07-29
Duluth MN-Superior WI,30,2019-07-29
El Paso TX,0,2019-07-29
Elmira NY,56,2019-07-29
Erie PA,0,2019-07-29
Eugene OR,0,2019-07-29
Eureka CA,0,2019-07-29
Evansville IN,0,2019-07-29
Fairbanks AK,0,2019-07-29
Fargo-Valley City ND,0,2019-07-29
Flint-Saginaw-Bay City MI,12,2019-07-29
Florence-Myrtle Beach SC,14,2019-07-29
Fresno-Visalia CA,14,2019-07-29
Ft. Myers-Naples FL,9,2019-07-29
Ft. Smith-Fayetteville-Springdale-Rogers AR,0,2019-07-29
Ft. Wayne IN,19,2019-07-29
Gainesville FL,30,2019-07-29
Glendive MT,0,2019-07-29
Grand Junction-Montrose CO,0,2019-07-29
Grand Rapids-Kalamazoo-Battle Creek MI,11,2019-07-29
Great Falls MT,0,2019-07-29
Green Bay-Appleton WI,0,2019-07-29
Greensboro-High Point-Winston Salem NC,10,2019-07-29
Greenville-New Bern-Washington NC,0,2019-07-29
Greenville-Spartanburg SC-Asheville NC-Anderson SC,5,2019-07-29
Greenwood-Greenville MS,0,2019-07-29
Harlingen-Weslaco-Brownsville-McAllen TX,9,2019-07-29
Harrisburg-Lancaster-Lebanon-York PA,9,2019-07-29
Harrisonburg VA,0,2019-07-29
Hartford & New Haven CT,9,2019-07-29
Hattiesburg-Laurel MS,0,2019-07-29
Helena MT,0,2019-07-29
Honolulu HI,0,2019-07-29
Houston TX,4,2019-07-29
Huntsville-Decatur (Florence) AL,0,2019-07-29
Idaho Falls-Pocatello ID,64,2019-07-29
Indianapolis IN,7,2019-07-29
Jackson MS,14,2019-07-29
Jackson TN,0,2019-07-29
Jacksonville FL,0,2019-07-29
Johnstown-Altoona PA,17,2019-07-29
Jonesboro AR,71,2019-07-29
Joplin MO-Pittsburg KS,0,2019-07-29
Juneau AK,0,2019-07-29
Kansas City MO,8,2019-07-29
Knoxville TN,0,2019-07-29
La Crosse-Eau Claire WI,0,2019-07-29
Lafayette IN,0,2019-07-29
Lafayette LA,0,2019-07-29
Lake Charles LA,0,2019-07-29
Lansing MI,0,2019-07-29
Laredo TX,0,2019-07-29
Las Vegas NV,8,2019-07-29
Lexington KY,14,2019-07-29
Lima OH,0,2019-07-29
Lincoln & Hastings-Kearney NE,18,2019-07-29
Little Rock-Pine Bluff AR,0,2019-07-29
Los Angeles CA,5,2019-07-29
Louisville KY,12,2019-07-29
Lubbock TX,0,2019-07-29
Macon GA,21,2019-07-29
Madison WI,10,2019-07-29
Mankato MN,0,2019-07-29
Marquette MI,0,2019-07-29
Medford-Klamath Falls OR,26,2019-07-29
Memphis TN,7,2019-07-29
Meridian MS,0,2019-07-29
Miami-Ft. Lauderdale FL,6,2019-07-29
Milwaukee WI,4,2019-07-29
Minneapolis-St. Paul MN,3,2019-07-29
Minot-Bismarck-Dickinson(Williston) ND,0,2019-07-29
Missoula MT,0,2019-07-29
Mobile AL-Pensacola (Ft. Walton Beach) FL,11,2019-07-29
Monroe LA-El Dorado AR,41,2019-07-29
Monterey-Salinas CA,16,2019-07-29
Montgomery (Selma) AL,0,2019-07-29
Nashville TN,4,2019-07-29
New Orleans LA,8,2019-07-29
New York NY,7,2019-07-29
Norfolk-Portsmouth-Newport News VA,7,2019-07-29
North Platte NE,0,2019-07-29
Odessa-Midland TX,0,2019-07-29
Oklahoma City OK,6,2019-07-29
Omaha NE,16,2019-07-29
Orlando-Daytona Beach-Melbourne FL,5,2019-07-29
Ottumwa IA-Kirksville MO,0,2019-07-29
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,17,2019-07-29
Palm Springs CA,0,2019-07-29
Panama City FL,0,2019-07-29
Parkersburg WV,100,2019-07-29
Peoria-Bloomington IL,18,2019-07-29
Philadelphia PA,6,2019-07-29
Phoenix AZ,4,2019-07-29
Pittsburgh PA,6,2019-07-29
Portland OR,5,2019-07-29
Portland-Auburn ME,0,2019-07-29
Presque Isle ME,0,2019-07-29
Providence RI-New Bedford MA,6,2019-07-29
Quincy IL-Hannibal MO-Keokuk IA,0,2019-07-29
Raleigh-Durham (Fayetteville) NC,6,2019-07-29
Rapid City SD,0,2019-07-29
Reno NV,15,2019-07-29
Richmond-Petersburg VA,18,2019-07-29
Roanoke-Lynchburg VA,10,2019-07-29
Rochester MN-Mason City IA-Austin MN,0,2019-07-29
Rochester NY,11,2019-07-29
Rockford IL,26,2019-07-29
Sacramento-Stockton-Modesto CA,5,2019-07-29
Salisbury MD,0,2019-07-29
Salt Lake City UT,6,2019-07-29
San Angelo TX,0,2019-07-29
San Antonio TX,6,2019-07-29
San Diego CA,3,2019-07-29
San Francisco-Oakland-San Jose CA,4,2019-07-29
Santa Barbara-Santa Maria-San Luis Obispo CA,0,2019-07-29
Savannah GA,12,2019-07-29
Seattle-Tacoma WA,6,2019-07-29
Sherman TX-Ada OK,0,2019-07-29
Shreveport LA,0,2019-07-29
Sioux City IA,37,2019-07-29
Sioux Falls(Mitchell) SD,20,2019-07-29
South Bend-Elkhart IN,14,2019-07-29
Spokane WA,11,2019-07-29
Springfield MO,0,2019-07-29
Springfield-Holyoke MA,16,2019-07-29
St. Joseph MO,0,2019-07-29
St. Louis MO,6,2019-07-29
Syracuse NY,0,2019-07-29
Tallahassee FL-Thomasville GA,0,2019-07-29
Tampa-St. Petersburg (Sarasota) FL,6,2019-07-29
Terre Haute IN,46,2019-07-29
Toledo OH,0,2019-07-29
Topeka KS,0,2019-07-29
Traverse City-Cadillac MI,0,2019-07-29
Tri-Cities TN-VA,0,2019-07-29
Tucson (Sierra Vista) AZ,10,2019-07-29
Tulsa OK,9,2019-07-29
Twin Falls ID,72,2019-07-29
Tyler-Longview(Lufkin & Nacogdoches) TX,20,2019-07-29
Utica NY,0,2019-07-29
Victoria TX,0,2019-07-29
Waco-Temple-Bryan TX,18,2019-07-29
Washington DC (Hagerstown MD),5,2019-07-29
Watertown NY,0,2019-07-29
Wausau-Rhinelander WI,28,2019-07-29
West Palm Beach-Ft. Pierce FL,0,2019-07-29
Wheeling WV-Steubenville OH,0,2019-07-29
Wichita Falls TX & Lawton OK,34,2019-07-29
Wichita-Hutchinson KS,0,2019-07-29
Wilkes Barre-Scranton PA,9,2019-07-29
Wilmington NC,0,2019-07-29
Yakima-Pasco-Richland-Kennewick WA,19,2019-07-29
Youngstown OH,0,2019-07-29
Yuma AZ-El Centro CA,0,2019-07-29
Zanesville OH,0,2019-07-29
Abilene-Sweetwater TX,0,2019-08-05
Albany GA,0,2019-08-05
Albany-Schenectady-Troy NY,5,2019-08-05
Albuquerque-Santa Fe NM,11,2019-08-05
Alexandria LA,0,2019-08-05
Alpena MI,0,2019-08-05
Amarillo TX,23,2019-08-05
Anchorage AK,39,2019-08-05
Atlanta GA,4,2019-08-05
Augusta GA,0,2019-08-05
Austin TX,7,2019-08-05
Bakersfield CA,0,2019-08-05
Baltimore MD,4,2019-08-05
Bangor ME,0,2019-08-05
Baton Rouge LA,0,2019-08-05
Beaumont-Port Arthur TX,0,2019-08-05
Bend OR,0,2019-08-05
"Billings, MT",0,2019-08-05
Biloxi-Gulfport MS,0,2019-08-05
Binghamton NY,0,2019-08-05
Birmingham AL,5,2019-08-05
Bluefield-Beckley-Oak Hill WV,0,2019-08-05
Boise ID,11,2019-08-05
Boston MA-Manchester NH,2,2019-08-05
Bowling Green KY,0,2019-08-05
Buffalo NY,8,2019-08-05
Burlington VT-Plattsburgh NY,0,2019-08-05
Butte-Bozeman MT,0,2019-08-05
Casper-Riverton WY,0,2019-08-05
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0,2019-08-05
Champaign & Springfield-Decatur IL,0,2019-08-05
Charleston SC,0,2019-08-05
Charleston-Huntington WV,12,2019-08-05
Charlotte NC,2,2019-08-05
Charlottesville VA,0,2019-08-05
Chattanooga TN,0,2019-08-05
Cheyenne WY-Scottsbluff NE,0,2019-08-05
Chicago IL,4,2019-08-05
Chico-Redding CA,0,2019-08-05
Cincinnati OH,3,2019-08-05
Clarksburg-Weston WV,0,2019-08-05
Cleveland-Akron (Canton) OH,6,2019-08-05
Colorado Springs-Pueblo CO,18,2019-08-05
Columbia SC,0,2019-08-05
Columbia-Jefferson City MO,23,2019-08-05
Columbus GA,0,2019-08-05
Columbus OH,4,2019-08-05
Columbus-Tupelo-West Point MS,0,2019-08-05
Corpus Christi TX,0,2019-08-05
Dallas-Ft. Worth TX,4,2019-08-05
Davenport IA-Rock Island-Moline IL,0,2019-08-05
Dayton OH,0,2019-08-05
Denver CO,2,2019-08-05
Des Moines-Ames IA,0,2019-08-05
Detroit MI,6,2019-08-05
Dothan AL,0,2019-08-05
Duluth MN-Superior WI,0,2019-08-05
El Paso TX,0,2019-08-05
Elmira NY,0,2019-08-05
Erie PA,55,2019-08-05
Eugene OR,15,2019-08-05
Eureka CA,0,2019-08-05
Evansville IN,16,2019-08-05
Fairbanks AK,0,2019-08-05
Fargo-Valley City ND,0,2019-08-05
Flint-Saginaw-Bay City MI,0,2019-08-05
Florence-Myrtle Beach SC,11,2019-08-05
Fresno-Visalia CA,17,2019-08-05
Ft. Myers-Naples FL,0,2019-08-05
Ft. Smith-Fayetteville-Springdale-Rogers AR,0,2019-08-05
Ft. Wayne IN,15,2019-08-05
Gainesville FL,0,2019-08-05
Glendive MT,0,2019-08-05
Grand Junction-Montrose CO,0,2019-08-05
Grand Rapids-Kalamazoo-Battle Creek MI,7,2019-08-05
Great Falls MT,0,2019-08-05
Green Bay-Appleton WI,0,2019-08-05
Greensboro-High Point-Winston Salem NC,0,2019-08-05
Greenville-New Bern-Washington NC,0,2019-08-05
Greenville-Spartanburg SC-Asheville NC-Anderson SC,9,2019-08-05
Greenwood-Greenville MS,100,2019-08-05
Harlingen-Weslaco-Brownsville-McAllen TX,0,2019-08-05
Harrisburg-Lancaster-Lebanon-York PA,5,2019-08-05
Harrisonburg VA,0,2019-08-05
Hartford & New Haven CT,3,2019-08-05
Hattiesburg-Laurel MS,0,2019-08-05
Helena MT,0,2019-08-05
Honolulu HI,6,2019-08-05
Houston TX,3,2019-08-05
Huntsville-Decatur (Florence) AL,10,2019-08-05
Idaho Falls-Pocatello ID,0,2019-08-05
Indianapolis IN,3,2019-08-05
Jackson MS,12,2019-08-05
Jackson TN,0,2019-08-05
Jacksonville FL,13,2019-08-05
Johnstown-Altoona PA,0,2019-08-05
Jonesboro AR,0,2019-08-05
Joplin MO-Pittsburg KS,0,2019-08-05
Juneau AK,0,2019-08-05
Kansas City MO,4,2019-08-05
Knoxville TN,7,2019-08-05
La Crosse-Eau Claire WI,0,2019-08-05
Lafayette IN,81,2019-08-05
Lafayette LA,20,2019-08-05
Lake Charles LA,0,2019-08-05
Lansing MI,0,2019-08-05
Laredo TX,41,2019-08-05
Las Vegas NV,7,2019-08-05
Lexington KY,8,2019-08-05
Lima OH,0,2019-08-05
Lincoln & Hastings-Kearney NE,15,2019-08-05
Little Rock-Pine Bluff AR,7,2019-08-05
Los Angeles CA,6,2019-08-05
Louisville KY,15,2019-08-05
Lubbock TX,24,2019-08-05
Macon GA,0,2019-08-05
Madison WI,9,2019-08-05
Mankato MN,0,2019-08-05
Marquette MI,0,2019-08-05
Medford-Klamath Falls OR,0,2019-08-05
Memphis TN,6,2019-08-05
Meridian MS,0,2019-08-05
Miami-Ft. Lauderdale FL,4,2019-08-05
Milwaukee WI,3,2019-08-05
Minneapolis-St. Paul MN,2,2019-08-05
Minot-Bismarck-Dickinson(Williston) ND,0,2019-08-05
Missoula MT,30,2019-08-05
Mobile AL-Pensacola (Ft. Walton Beach) FL,0,2019-08-05
Monroe LA-El Dorado AR,0,2019-08-05
Monterey-Salinas CA,13,2019-08-05
Montgomery (Selma) AL,19,2019-08-05
Nashville TN,3,2019-08-05
New Orleans LA,7,2019-08-05
New York NY,5,2019-08-05
Norfolk-Portsmouth-Newport News VA,6,2019-08-05
North Platte NE,0,2019-08-05
Odessa-Midland TX,20,2019-08-05
Oklahoma City OK,0,2019-08-05
Omaha NE,13,2019-08-05
Orlando-Daytona Beach-Melbourne FL,3,2019-08-05
Ottumwa IA-Kirksville MO,0,2019-08-05
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,14,2019-08-05
Palm Springs CA,0,2019-08-05
Panama City FL,0,2019-08-05
Parkersburg WV,82,2019-08-05
Peoria-Bloomington IL,15,2019-08-05
Philadelphia PA,7,2019-08-05
Phoenix AZ,3,2019-08-05
Pittsburgh PA,6,2019-08-05
Portland OR,7,2019-08-05
Portland-Auburn ME,0,2019-08-05
Presque Isle ME,0,2019-08-05
Providence RI-New Bedford MA,10,2019-08-05
Quincy IL-Hannibal MO-Keokuk IA,0,2019-08-05
Raleigh-Durham (Fayetteville) NC,3,2019-08-05
Rapid City SD,0,2019-08-05
Reno NV,0,2019-08-05
Richmond-Petersburg VA,6,2019-08-05
Roanoke-Lynchburg VA,8,2019-08-05
Rochester MN-Mason City IA-Austin MN,0,2019-08-05
Rochester NY,0,2019-08-05
Rockford IL,0,2019-08-05
Sacramento-Stockton-Modesto CA,4,2019-08-05
Salisbury MD,0,2019-08-05
Salt Lake City UT,4,2019-08-05
San Angelo TX,0,2019-08-05
San Antonio TX,5,2019-08-05
San Diego CA,6,2019-08-05
San Francisco-Oakland-San Jose CA,4,2019-08-05
Santa Barbara-Santa Maria-San Luis Obispo CA,0,2019-08-05
Savannah GA,0,2019-08-05
Seattle-Tacoma WA,3,2019-08-05
Sherman TX-Ada OK,0,2019-08-05
Shreveport LA,0,2019-08-05
Sioux City IA,0,2019-08-05
Sioux Falls(Mitchell) SD,0,2019-08-05
South Bend-Elkhart IN,12,2019-08-05
Spokane WA,0,2019-08-05
Springfield MO,10,2019-08-05
Springfield-Holyoke MA,14,2019-08-05
St. Joseph MO,0,2019-08-05
St. Louis MO,7,2019-08-05
Syracuse NY,0,2019-08-05
Tallahassee FL-Thomasville GA,15,2019-08-05
Tampa-St. Petersburg (Sarasota) FL,2,2019-08-05
Terre Haute IN,37,2019-08-05
Toledo OH,19,2019-08-05
Topeka KS,24,2019-08-05
Traverse City-Cadillac MI,0,2019-08-05
Tri-Cities TN-VA,0,2019-08-05
Tucson (Sierra Vista) AZ,8,2019-08-05
Tulsa OK,14,2019-08-05
Twin Falls ID,61,2019-08-05
Tyler-Longview(Lufkin & Nacogdoches) TX,0,2019-08-05
Utica NY,41,2019-08-05
Victoria TX,0,2019-08-05
Waco-Temple-Bryan TX,10,2019-08-05
Washington DC (Hagerstown MD),2,2019-08-05
Watertown NY,0,2019-08-05
Wausau-Rhinelander WI,0,2019-08-05
West Palm Beach-Ft. Pierce FL,13,2019-08-05
Wheeling WV-Steubenville OH,0,2019-08-05
Wichita Falls TX & Lawton OK,0,2019-08-05
Wichita-Hutchinson KS,9,2019-08-05
Wilkes Barre-Scranton PA,7,2019-08-05
Wilmington NC,17,2019-08-05
Yakima-Pasco-Richland-Kennewick WA,0,2019-08-05
Youngstown OH,0,2019-08-05
Yuma AZ-El Centro CA,32,2019-08-05
Zanesville OH,0,2019-08-05
Abilene-Sweetwater TX,0,2019-08-12
Albany GA,0,2019-08-12
Albany-Schenectady-Troy NY,3,2019-08-12
Albuquerque-Santa Fe NM,2,2019-08-12
Alexandria LA,30,2019-08-12
Alpena MI,0,2019-08-12
Amarillo TX,11,2019-08-12
Anchorage AK,9,2019-08-12
Atlanta GA,1,2019-08-12
Augusta GA,0,2019-08-12
Austin TX,2,2019-08-12
Bakersfield CA,0,2019-08-12
Baltimore MD,2,2019-08-12
Bangor ME,0,2019-08-12
Baton Rouge LA,0,2019-08-12
Beaumont-Port Arthur TX,0,2019-08-12
Bend OR,0,2019-08-12
"Billings, MT",0,2019-08-12
Biloxi-Gulfport MS,14,2019-08-12
Binghamton NY,0,2019-08-12
Birmingham AL,0,2019-08-12
Bluefield-Beckley-Oak Hill WV,21,2019-08-12
Boise ID,11,2019-08-12
Boston MA-Manchester NH,2,2019-08-12
Bowling Green KY,0,2019-08-12
Buffalo NY,5,2019-08-12
Burlington VT-Plattsburgh NY,5,2019-08-12
Butte-Bozeman MT,0,2019-08-12
Casper-Riverton WY,0,2019-08-12
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,5,2019-08-12
Champaign & Springfield-Decatur IL,0,2019-08-12
Charleston SC,4,2019-08-12
Charleston-Huntington WV,6,2019-08-12
Charlotte NC,1,2019-08-12
Charlottesville VA,0,2019-08-12
Chattanooga TN,5,2019-08-12
Cheyenne WY-Scottsbluff NE,0,2019-08-12
Chicago IL,2,2019-08-12
Chico-Redding CA,0,2019-08-12
Cincinnati OH,2,2019-08-12
Clarksburg-Weston WV,0,2019-08-12
Cleveland-Akron (Canton) OH,2,2019-08-12
Colorado Springs-Pueblo CO,4,2019-08-12
Columbia SC,0,2019-08-12
Columbia-Jefferson City MO,11,2019-08-12
Columbus GA,8,2019-08-12
Columbus OH,2,2019-08-12
Columbus-Tupelo-West Point MS,0,2019-08-12
Corpus Christi TX,0,2019-08-12
Dallas-Ft. Worth TX,1,2019-08-12
Davenport IA-Rock Island-Moline IL,0,2019-08-12
Dayton OH,8,2019-08-12
Denver CO,1,2019-08-12
Des Moines-Ames IA,6,2019-08-12
Detroit MI,2,2019-08-12
Dothan AL,0,2019-08-12
Duluth MN-Superior WI,0,2019-08-12
El Paso TX,4,2019-08-12
Elmira NY,0,2019-08-12
Erie PA,0,2019-08-12
Eugene OR,0,2019-08-12
Eureka CA,0,2019-08-12
Evansville IN,7,2019-08-12
Fairbanks AK,0,2019-08-12
Fargo-Valley City ND,0,2019-08-12
Flint-Saginaw-Bay City MI,0,2019-08-12
Florence-Myrtle Beach SC,0,2019-08-12
Fresno-Visalia CA,3,2019-08-12
Ft. Myers-Naples FL,4,2019-08-12
Ft. Smith-Fayetteville-Springdale-Rogers AR,6,2019-08-12
Ft. Wayne IN,7,2019-08-12
Gainesville FL,11,2019-08-12
Glendive MT,0,2019-08-12
Grand Junction-Montrose CO,0,2019-08-12
Grand Rapids-Kalamazoo-Battle Creek MI,0,2019-08-12
Great Falls MT,0,2019-08-12
Green Bay-Appleton WI,0,2019-08-12
Greensboro-High Point-Winston Salem NC,3,2019-08-12
Greenville-New Bern-Washington NC,5,2019-08-12
Greenville-Spartanburg SC-Asheville NC-Anderson SC,4,2019-08-12
Greenwood-Greenville MS,0,2019-08-12
Harlingen-Weslaco-Brownsville-McAllen TX,4,2019-08-12
Harrisburg-Lancaster-Lebanon-York PA,0,2019-08-12
Harrisonburg VA,0,2019-08-12
Hartford & New Haven CT,4,2019-08-12
Hattiesburg-Laurel MS,23,2019-08-12
Helena MT,0,2019-08-12
Honolulu HI,5,2019-08-12
Houston TX,1,2019-08-12
Huntsville-Decatur (Florence) AL,5,2019-08-12
Idaho Falls-Pocatello ID,0,2019-08-12
Indianapolis IN,3,2019-08-12
Jackson MS,0,2019-08-12
Jackson TN,25,2019-08-12
Jacksonville FL,2,2019-08-12
Johnstown-Altoona PA,0,2019-08-12
Jonesboro AR,0,2019-08-12
Joplin MO-Pittsburg KS,0,2019-08-12
Juneau AK,0,2019-08-12
Kansas City MO,2,2019-08-12
Knoxville TN,3,2019-08-12
La Crosse-Eau Claire WI,0,2019-08-12
Lafayette IN,0,2019-08-12
Lafayette LA,10,2019-08-12
Lake Charles LA,0,2019-08-12
Lansing MI,7,2019-08-12
Laredo TX,0,2019-08-12
Las Vegas NV,2,2019-08-12
Lexington KY,4,2019-08-12
Lima OH,0,2019-08-12
Lincoln & Hastings-Kearney NE,0,2019-08-12
Little Rock-Pine Bluff AR,4,2019-08-12
Los Angeles CA,2,2019-08-12
Louisville KY,0,2019-08-12
Lubbock TX,0,2019-08-12
Macon GA,0,2019-08-12
Madison WI,4,2019-08-12
Mankato MN,0,2019-08-12
Marquette MI,0,2019-08-12
Medford-Klamath Falls OR,16,2019-08-12
Memphis TN,3,2019-08-12
Meridian MS,0,2019-08-12
Miami-Ft. Lauderdale FL,2,2019-08-12
Milwaukee WI,2,2019-08-12
Minneapolis-St. Paul MN,2,2019-08-12
Minot-Bismarck-Dickinson(Williston) ND,12,2019-08-12
Missoula MT,0,2019-08-12
Mobile AL-Pensacola (Ft. Walton Beach) FL,3,2019-08-12
Monroe LA-El Dorado AR,16,2019-08-12
Monterey-Salinas CA,0,2019-08-12
Montgomery (Selma) AL,9,2019-08-12
Nashville TN,1,2019-08-12
New Orleans LA,5,2019-08-12
New York NY,2,2019-08-12
Norfolk-Portsmouth-Newport News VA,3,2019-08-12
North Platte NE,0,2019-08-12
Odessa-Midland TX,0,2019-08-12
Oklahoma City OK,2,2019-08-12
Omaha NE,5,2019-08-12
Orlando-Daytona Beach-Melbourne FL,2,2019-08-12
Ottumwa IA-Kirksville MO,0,2019-08-12
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0,2019-08-12
Palm Springs CA,0,2019-08-12
Panama City FL,0,2019-08-12
Parkersburg WV,0,2019-08-12
Peoria-Bloomington IL,0,2019-08-12
Philadelphia PA,3,2019-08-12
Phoenix AZ,1,2019-08-12
Pittsburgh PA,1,2019-08-12
Portland OR,2,2019-08-12
Portland-Auburn ME,4,2019-08-12
Presque Isle ME,100,2019-08-12
Providence RI-New Bedford MA,3,2019-08-12
Quincy IL-Hannibal MO-Keokuk IA,0,2019-08-12
Raleigh-Durham (Fayetteville) NC,1,2019-08-12
Rapid City SD,0,2019-08-12
Reno NV,0,2019-08-12
Richmond-Petersburg VA,3,2019-08-12
Roanoke-Lynchburg VA,8,2019-08-12
Rochester MN-Mason City IA-Austin MN,0,2019-08-12
Rochester NY,0,2019-08-12
Rockford IL,11,2019-08-12
Sacramento-Stockton-Modesto CA,2,2019-08-12
Salisbury MD,16,2019-08-12
Salt Lake City UT,1,2019-08-12
San Angelo TX,0,2019-08-12
San Antonio TX,2,2019-08-12
San Diego CA,2,2019-08-12
San Francisco-Oakland-San Jose CA,2,2019-08-12
Santa Barbara-Santa Maria-San Luis Obispo CA,0,2019-08-12
Savannah GA,5,2019-08-12
Seattle-Tacoma WA,1,2019-08-12
Sherman TX-Ada OK,0,2019-08-12
Shreveport LA,0,2019-08-12
Sioux City IA,15,2019-08-12
Sioux Falls(Mitchell) SD,0,2019-08-12
South Bend-Elkhart IN,6,2019-08-12
Spokane WA,0,2019-08-12
Springfield MO,0,2019-08-12
Springfield-Holyoke MA,0,2019-08-12
St. Joseph MO,0,2019-08-12
St. Louis MO,3,2019-08-12
Syracuse NY,0,2019-08-12
Tallahassee FL-Thomasville GA,7,2019-08-12
Tampa-St. Petersburg (Sarasota) FL,2,2019-08-12
Terre Haute IN,0,2019-08-12
Toledo OH,5,2019-08-12
Topeka KS,0,2019-08-12
Traverse City-Cadillac MI,8,2019-08-12
Tri-Cities TN-VA,0,2019-08-12
Tucson (Sierra Vista) AZ,4,2019-08-12
Tulsa OK,3,2019-08-12
Twin Falls ID,0,2019-08-12
Tyler-Longview(Lufkin & Nacogdoches) TX,0,2019-08-12
Utica NY,0,2019-08-12
Victoria TX,0,2019-08-12
Waco-Temple-Bryan TX,5,2019-08-12
Washington DC (Hagerstown MD),1,2019-08-12
Watertown NY,0,2019-08-12
Wausau-Rhinelander WI,11,2019-08-12
West Palm Beach-Ft. Pierce FL,2,2019-08-12
Wheeling WV-Steubenville OH,0,2019-08-12
Wichita Falls TX & Lawton OK,0,2019-08-12
Wichita-Hutchinson KS,4,2019-08-12
Wilkes Barre-Scranton PA,5,2019-08-12
Wilmington NC,0,2019-08-12
Yakima-Pasco-Richland-Kennewick WA,0,2019-08-12
Youngstown OH,0,2019-08-12
Yuma AZ-El Centro CA,0,2019-08-12
Zanesville OH,0,2019-08-12
Abilene-Sweetwater TX,67,2019-08-19
Albany GA,53,2019-08-19
Albany-Schenectady-Troy NY,9,2019-08-19
Albuquerque-Santa Fe NM,8,2019-08-19
Alexandria LA,0,2019-08-19
Alpena MI,0,2019-08-19
Amarillo TX,0,2019-08-19
Anchorage AK,0,2019-08-19
Atlanta GA,3,2019-08-19
Augusta GA,24,2019-08-19
Austin TX,5,2019-08-19
Bakersfield CA,0,2019-08-19
Baltimore MD,7,2019-08-19
Bangor ME,0,2019-08-19
Baton Rouge LA,0,2019-08-19
Beaumont-Port Arthur TX,0,2019-08-19
Bend OR,0,2019-08-19
"Billings, MT",0,2019-08-19
Biloxi-Gulfport MS,0,2019-08-19
Binghamton NY,52,2019-08-19
Birmingham AL,23,2019-08-19
Bluefield-Beckley-Oak Hill WV,0,2019-08-19
Boise ID,0,2019-08-19
Boston MA-Manchester NH,8,2019-08-19
Bowling Green KY,0,2019-08-19
Buffalo NY,14,2019-08-19
Burlington VT-Plattsburgh NY,38,2019-08-19
Butte-Bozeman MT,0,2019-08-19
Casper-Riverton WY,0,2019-08-19
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,19,2019-08-19
Champaign & Springfield-Decatur IL,18,2019-08-19
Charleston SC,0,2019-08-19
Charleston-Huntington WV,0,2019-08-19
Charlotte NC,4,2019-08-19
Charlottesville VA,61,2019-08-19
Chattanooga TN,17,2019-08-19
Cheyenne WY-Scottsbluff NE,0,2019-08-19
Chicago IL,8,2019-08-19
Chico-Redding CA,0,2019-08-19
Cincinnati OH,13,2019-08-19
Clarksburg-Weston WV,0,2019-08-19
Cleveland-Akron (Canton) OH,12,2019-08-19
Colorado Springs-Pueblo CO,15,2019-08-19
Columbia SC,15,2019-08-19
Columbia-Jefferson City MO,36,2019-08-19
Columbus GA,0,2019-08-19
Columbus OH,6,2019-08-19
Columbus-Tupelo-West Point MS,0,2019-08-19
Corpus Christi TX,30,2019-08-19
Dallas-Ft. Worth TX,4,2019-08-19
Davenport IA-Rock Island-Moline IL,0,2019-08-19
Dayton OH,0,2019-08-19
Denver CO,5,2019-08-19
Des Moines-Ames IA,14,2019-08-19
